ligand,cases,top_success_any_mean,top_success_rate_mean,top_success_any_valid_mean,top_success_rate_valid_mean
3nq9,441,0.14285714285714285,0.023062266769507647,0.14285714285714285,0.023062266769507647
4jsz,441,0.24263038548752835,0.04118984806325857,0.24263038548752835,0.04118984806325857
