ligand,case,run_tag,top_frac,top_n,top_success_any,top_success_rate,top_valid_n,top_success_any_valid,top_success_rate_valid
3nq9,3nq9_Kdist4.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist4.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist4.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist4.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist4.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist4.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist4.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist4.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
3nq9,3nq9_Kdist4.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,1,0.15,100,1,0.15
3nq9,3nq9_Kdist5.0_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono14.0,penalty_qpu_20260116_174810,0.1,96,0,0.0,96,0,0.0
3nq9,3nq9_Kdist5.0_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,1,0.02,100,1,0.02
3nq9,3nq9_Kdist5.0_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono18.0,penalty_qpu_20260116_174810,0.1,36,0,0.0,36,0,0.0
3nq9,3nq9_Kdist5.0_Kmono19.0,penalty_qpu_20260116_174810,0.1,98,0,0.0,98,0,0.0
3nq9,3nq9_Kdist5.0_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono20.0,penalty_qpu_20260116_174810,0.1,4,0,0.0,4,0,0.0
3nq9,3nq9_Kdist5.0_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,1,0.06,100,1,0.06
3nq9,3nq9_Kdist5.0_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.0_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono14.0,penalty_qpu_20260116_174810,0.1,100,1,0.16,100,1,0.16
3nq9,3nq9_Kdist5.5_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono18.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono19.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,1,0.02,100,1,0.02
3nq9,3nq9_Kdist5.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist5.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
3nq9,3nq9_Kdist6.0_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,1,0.05,100,1,0.05
3nq9,3nq9_Kdist6.0_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono14.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono18.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono19.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono20.0,penalty_qpu_20260116_174810,0.1,95,0,0.0,95,0,0.0
3nq9,3nq9_Kdist6.0_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,1,0.12,100,1,0.12
3nq9,3nq9_Kdist6.0_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.0_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono13.0,penalty_qpu_20260116_174810,0.1,99,0,0.0,99,0,0.0
3nq9,3nq9_Kdist6.5_Kmono14.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,1,0.43,100,1,0.43
3nq9,3nq9_Kdist6.5_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono18.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono19.0,penalty_qpu_20260116_174810,0.1,72,0,0.0,72,0,0.0
3nq9,3nq9_Kdist6.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,100,1,0.03,100,1,0.03
3nq9,3nq9_Kdist6.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist6.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,1,0.35,100,1,0.35
3nq9,3nq9_Kdist7.0_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,1,0.02,100,1,0.02
3nq9,3nq9_Kdist7.0_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono14.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono15.0,penalty_qpu_20260116_174810,0.1,89,0,0.0,89,0,0.0
3nq9,3nq9_Kdist7.0_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono18.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono19.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
3nq9,3nq9_Kdist7.0_Kmono20.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.0_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono11.0,penalty_qpu_20260116_174810,0.1,49,0,0.0,49,0,0.0
3nq9,3nq9_Kdist7.5_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono14.0,penalty_qpu_20260116_174810,0.1,80,0,0.0,80,0,0.0
3nq9,3nq9_Kdist7.5_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono18.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono19.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,1,0.02,100,1,0.02
3nq9,3nq9_Kdist7.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,48,0,0.0,48,0,0.0
3nq9,3nq9_Kdist7.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
3nq9,3nq9_Kdist7.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist7.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,1,0.12,100,1,0.12
3nq9,3nq9_Kdist8.0_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono14.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,1,0.16,100,1,0.16
3nq9,3nq9_Kdist8.0_Kmono18.0,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
3nq9,3nq9_Kdist8.0_Kmono19.0,penalty_qpu_20260116_174810,0.1,38,0,0.0,38,0,0.0
3nq9,3nq9_Kdist8.0_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono20.0,penalty_qpu_20260116_174810,0.1,99,0,0.0,99,0,0.0
3nq9,3nq9_Kdist8.0_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono6.0,penalty_qpu_20260116_174810,0.1,14,0,0.0,14,0,0.0
3nq9,3nq9_Kdist8.0_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.0_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,1,0.04,100,1,0.04
3nq9,3nq9_Kdist8.5_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono14.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono16.0,penalty_qpu_20260116_174810,0.1,94,0,0.0,94,0,0.0
3nq9,3nq9_Kdist8.5_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono18.0,penalty_qpu_20260116_174810,0.1,100,1,0.09,100,1,0.09
3nq9,3nq9_Kdist8.5_Kmono19.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,99,0,0.0,99,0,0.0
3nq9,3nq9_Kdist8.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist8.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono10.0,penalty_qpu_20260116_174810,0.1,99,0,0.0,99,0,0.0
3nq9,3nq9_Kdist9.0_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono14.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono18.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono19.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono20.0,penalty_qpu_20260116_174810,0.1,100,1,0.22,100,1,0.22
3nq9,3nq9_Kdist9.0_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono5.0,penalty_qpu_20260116_174810,0.1,72,0,0.0,72,0,0.0
3nq9,3nq9_Kdist9.0_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.0_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono14.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono15.0,penalty_qpu_20260116_174810,0.1,98,1,0.10204081632653061,98,1,0.10204081632653061
3nq9,3nq9_Kdist9.5_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono18.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono19.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,91,0,0.0,91,0,0.0
3nq9,3nq9_Kdist9.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
3nq9,3nq9_Kdist9.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.1_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,1,0.09,100,1,0.09
4jsz,4jsz_Kdist0.1_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.1_Kmono10.0,penalty_qpu_20260116_174810,0.1,19,0,0.0,19,0,0.0
4jsz,4jsz_Kdist0.1_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,1,0.11,100,1,0.11
4jsz,4jsz_Kdist0.1_Kmono12.0,penalty_qpu_20260116_174810,0.1,73,0,0.0,73,0,0.0
4jsz,4jsz_Kdist0.1_Kmono13.0,penalty_qpu_20260116_174810,0.1,95,0,0.0,95,0,0.0
4jsz,4jsz_Kdist0.1_Kmono14.0,penalty_qpu_20260116_174810,0.1,16,1,0.4375,16,1,0.4375
4jsz,4jsz_Kdist0.1_Kmono15.0,penalty_qpu_20260116_174810,0.1,85,1,0.011764705882352941,85,1,0.011764705882352941
4jsz,4jsz_Kdist0.1_Kmono16.0,penalty_qpu_20260116_174810,0.1,43,1,0.7674418604651163,43,1,0.7674418604651163
