mode,query_tag,ligand,kdist,kmono,n_reads,n_valid,n_success_valid,validity_rate,success_rate,quality,qpu_access_time,qpu_sampling_time,sample_elapsed_sec,mRMSD,avg_RMSD,physical_qubits,max_chain_length,raw_case_id,step,candidate_idx,objective,objective_value,best_so_far
qpu,prereg_3nq9_random_s20260804103_s001,3nq9,9.5,2.0,1000,1000,0,1.0,0.0,0.0,203534.0,168940.0,130.938,4.109549492603875,5.4962843999999995,1992.0,24.0,3nq9_Kdist9.500_Kmono2.000,1,401,quality_3nq9,0.0,0.0
qpu,prereg_3nq9_random_s20260804103_s001,4jsz,9.5,2.0,1000,1000,0,1.0,0.0,0.0,209652.4,175060.0,78.675,2.4471804107193766,2.8223959,2616.0,28.0,4jsz_Kdist9.500_Kmono2.000,1,401,quality_3nq9,0.0,0.0
qpu,prereg_3nq9_random_s20260804103_s002,3nq9,3.0,4.0,1000,1000,0,1.0,0.0,0.0,211508.0,176920.0,54.434,5.254669923449259,5.686025299999999,2370.0,29.0,3nq9_Kdist3.000_Kmono4.000,2,130,quality_3nq9,0.0,0.0
qpu,prereg_3nq9_random_s20260804103_s002,4jsz,3.0,4.0,1000,1000,0,1.0,0.0,0.0,213430.8,178840.0,80.646,2.668792988155998,4.185869800000001,2592.0,30.0,4jsz_Kdist3.000_Kmono4.000,2,130,quality_3nq9,0.0,0.0
qpu,prereg_3nq9_random_s20260804103_s003,3nq9,9.5,19.0,1000,1000,14,1.0,0.014,0.014,212212.8,177620.0,94.461,1.2596402264138742,3.2829471000000003,2080.0,24.0,3nq9_Kdist9.500_Kmono19.000,3,418,quality_3nq9,0.014,0.014
qpu,prereg_3nq9_random_s20260804103_s003,4jsz,9.5,19.0,1000,1000,0,1.0,0.0,0.0,210246.4,175660.0,75.96,3.091340809422344,5.0902984,2391.0,25.0,4jsz_Kdist9.500_Kmono19.000,3,418,quality_3nq9,0.014,0.014
qpu,prereg_3nq9_random_s20260804103_s004,3nq9,9.5,15.0,1000,999,0,0.999,0.0,0.0,205434.8,170840.0,67.776,2.3313893658374387,3.142418118118118,2117.0,26.0,3nq9_Kdist9.500_Kmono15.000,4,414,quality_3nq9,0.0,0.014
qpu,prereg_3nq9_random_s20260804103_s004,4jsz,9.5,15.0,1000,1000,0,1.0,0.0,0.0,216152.8,181560.0,54.367,3.145891063621972,4.071991199999999,2676.0,31.0,4jsz_Kdist9.500_Kmono15.000,4,414,quality_3nq9,0.0,0.014
qpu,prereg_3nq9_random_s20260804103_s005,3nq9,9.0,0.1,1000,1000,0,1.0,0.0,0.0,211609.6,177020.0,60.09,5.278363567829898,6.2120828,2271.0,27.0,3nq9_Kdist9.000_Kmono0.100,5,378,quality_3nq9,0.0,0.014
qpu,prereg_3nq9_random_s20260804103_s005,4jsz,9.0,0.1,1000,1000,0,1.0,0.0,0.0,214073.6,179480.0,82.427,2.651602707559371,4.1667631,2616.0,28.0,4jsz_Kdist9.000_Kmono0.100,5,378,quality_3nq9,0.0,0.014
qpu,prereg_3nq9_random_s20260804103_s006,3nq9,7.5,9.0,1000,1000,0,1.0,0.0,0.0,207076.8,172480.0,93.154,2.4251491405916594,3.5655824000000003,2025.0,24.0,3nq9_Kdist7.500_Kmono9.000,6,324,quality_3nq9,0.0,0.014
qpu,prereg_3nq9_random_s20260804103_s006,4jsz,7.5,9.0,1000,981,3,0.981,0.0030581039755351682,0.003,213293.2,178700.0,145.481,1.3659421656863804,3.5505155963302752,2595.0,28.0,4jsz_Kdist7.500_Kmono9.000,6,324,quality_3nq9,0.0,0.014
qpu,prereg_3nq9_random_s20260804103_s007,3nq9,8.5,19.0,1000,1000,0,1.0,0.0,0.0,206833.2,172240.0,78.078,4.483654503471499,5.832379799999999,2184.0,26.0,3nq9_Kdist8.500_Kmono19.000,7,376,quality_3nq9,0.0,0.014
