step,candidate_idx,kdist,kmono,objective_value,best_so_far,q_3nq9,q_4jsz,v_3nq9,v_4jsz,success_3nq9,success_4jsz,n_valid_3nq9,n_valid_4jsz,n_success_valid_3nq9,n_success_valid_4jsz,qpu_access_time_3nq9,qpu_access_time_4jsz,qpu_sampling_time_3nq9,qpu_sampling_time_4jsz,sample_elapsed_sec_3nq9,sample_elapsed_sec_4jsz
1,401,9.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,203534.0,209652.4,168940.0,175060.0,130.938,78.675
2,130,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,211508.0,213430.8,176920.0,178840.0,54.434,80.646
3,418,9.5,19.0,0.014,0.014,0.014,0.0,1.0,1.0,0.014,0.0,1000,1000,14,0,212212.8,210246.4,177620.0,175660.0,94.461,75.96
4,414,9.5,15.0,0.0,0.014,0.0,0.0,0.999,1.0,0.0,0.0,999,1000,0,0,205434.8,216152.8,170840.0,181560.0,67.776,54.367
5,378,9.0,0.1,0.0,0.014,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,211609.6,214073.6,177020.0,179480.0,60.09,82.427
6,324,7.5,9.0,0.0,0.014,0.0,0.003,1.0,0.981,0.0,0.0030581039755351682,1000,981,0,3,207076.8,213293.2,172480.0,178700.0,93.154,145.481
7,376,8.5,19.0,0.0,0.014,0.0,0.024,1.0,1.0,0.0,0.024,1000,1000,0,24,206833.2,215790.4,172240.0,181200.0,78.078,90.21
8,115,2.5,10.0,0.0,0.014,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,205687.6,213795.2,171100.0,179200.0,104.619,60.847
9,349,8.0,13.0,0.0,0.014,0.0,0.734,1.0,0.961,0.0,0.7637877211238293,1000,961,0,734,214247.6,211611.2,179660.0,177020.0,103.643,26.737
10,323,7.5,8.0,0.0,0.014,0.0,0.247,1.0,1.0,0.0,0.247,1000,1000,0,247,210797.2,217195.6,176200.0,182600.0,50.905,93.408
11,126,3.0,0.1,0.0,0.014,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,201896.4,217970.0,167300.0,183380.0,78.397,72.751
12,341,8.0,5.0,0.212,0.212,0.212,0.24,1.0,1.0,0.212,0.24,1000,1000,212,240,217713.2,217694.4,183120.0,183100.0,65.531,90.092
13,387,9.0,9.0,0.0,0.212,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,211616.0,209158.4,177020.0,174560.0,66.177,129.346
14,9,0.1,9.0,0.001,0.212,0.001,0.001,0.985,0.839,0.0010152284263959391,0.0011918951132300357,985,839,1,1,208618.4,213801.6,174020.0,179200.0,61.868,71.372
15,385,9.0,7.0,0.0,0.212,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,205075.6,210437.6,170480.0,175840.0,75.489,105.633
16,334,7.5,19.0,0.0,0.212,0.0,0.0,0.993,1.0,0.0,0.0,993,1000,0,0,207246.8,212755.6,172660.0,178160.0,50.787,104.736
17,141,3.0,15.0,0.0,0.212,0.0,0.002,1.0,0.835,0.0,0.0023952095808383233,1000,835,0,2,207979.6,209841.2,173380.0,175240.0,144.923,64.52
18,317,7.5,2.0,0.0,0.212,0.0,0.143,1.0,1.0,0.0,0.143,1000,1000,0,143,213438.0,214154.8,178840.0,179560.0,79.434,112.442
19,211,5.0,1.0,0.0,0.212,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,212756.8,207514.8,178160.0,172920.0,103.197,106.319
20,136,3.0,10.0,0.0,0.212,0.0,0.022,1.0,1.0,0.0,0.022,1000,1000,0,22,214032.8,212799.2,179440.0,178200.0,146.697,67.145
21,34,0.5,13.0,0.189,0.212,0.189,0.002,0.931,0.161,0.20300751879699247,0.012422360248447204,931,161,189,2,206480.8,211033.2,171880.0,176440.0,87.289,74.152
22,254,6.0,2.0,0.0,0.212,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,209398.8,211476.0,174800.0,176880.0,75.691,155.046
23,421,10.0,1.0,0.0,0.212,0.0,0.004,1.0,1.0,0.0,0.004,1000,1000,0,4,218474.4,212939.6,183880.0,178340.0,134.339,51.316
24,65,1.5,2.0,0.0,0.212,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,201204.0,209186.8,166620.0,174600.0,102.142,34.603
25,194,4.5,5.0,0.0,0.212,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,213253.6,210193.2,178660.0,175600.0,61.568,111.315
26,373,8.5,16.0,0.03,0.212,0.03,0.0,1.0,1.0,0.03,0.0,1000,1000,30,0,218110.4,213294.8,183520.0,178700.0,132.164,84.552
27,321,7.5,6.0,0.0,0.212,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,213613.6,206191.2,179020.0,171600.0,39.278,86.255
28,320,7.5,5.0,0.0,0.212,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,208872.0,218899.6,174280.0,184300.0,52.762,93.946
29,383,9.0,5.0,0.0,0.212,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,208378.8,208832.8,173780.0,174240.0,73.267,94.89
30,244,5.5,13.0,0.0,0.212,0.0,0.003,1.0,1.0,0.0,0.003,1000,1000,0,3,219112.0,212760.8,184520.0,178160.0,55.924,72.272
31,74,1.5,11.0,0.355,0.355,0.355,0.002,0.574,0.932,0.6184668989547039,0.002145922746781116,574,932,355,2,205337.6,212378.8,170740.0,177780.0,120.726,111.866
32,28,0.5,7.0,0.003,0.355,0.003,0.005,0.894,0.84,0.003355704697986577,0.005952380952380952,894,840,3,5,205330.0,208013.2,170740.0,173420.0,103.841,105.084
33,239,5.5,8.0,0.0,0.355,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,217075.2,211976.8,182480.0,177380.0,153.047,93.197
34,315,7.5,0.1,0.0,0.355,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,210756.0,211113.6,176160.0,176520.0,90.892,153.395
35,89,2.0,5.0,0.0,0.355,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,209716.0,215070.8,175120.0,180480.0,49.385,50.026
36,382,9.0,4.0,0.0,0.355,0.0,0.07,1.0,1.0,0.0,0.07,1000,1000,0,70,211475.2,217218.4,176880.0,182620.0,63.132,97.984
37,278,6.5,5.0,0.0,0.355,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,211513.6,203611.6,176920.0,169020.0,49.982,102.471
38,168,4.0,0.1,0.0,0.355,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,207301.6,204010.4,172700.0,169420.0,97.63,112.936
