step,candidate_idx,kdist,kmono,objective_value,best_so_far,q_3nq9,q_4jsz,v_3nq9,v_4jsz,success_3nq9,success_4jsz,n_valid_3nq9,n_valid_4jsz,n_success_valid_3nq9,n_success_valid_4jsz,qpu_access_time_3nq9,qpu_access_time_4jsz,qpu_sampling_time_3nq9,qpu_sampling_time_4jsz,sample_elapsed_sec_3nq9,sample_elapsed_sec_4jsz
1,121,2.5,16.0,0.0,0.0,0.0,0.011,0.668,0.992,0.0,0.011088709677419355,668,992,0,11,213153.2,208111.2,178560.0,173520.0,2.476,132.666
2,200,4.5,11.0,0.0,0.0,0.0,0.003,1.0,1.0,0.0,0.003,1000,1000,0,3,208437.6,210971.6,173840.0,176380.0,114.912,124.044
3,336,8.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206512.8,211750.8,171920.0,177160.0,115.303,149.886
4,79,1.5,16.0,0.023,0.023,0.023,0.242,0.459,0.244,0.05010893246187364,0.9918032786885246,459,244,23,242,213295.6,212294.8,178700.0,177700.0,79.279,132.232
5,374,8.5,17.0,0.0,0.023,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,213512.8,211516.8,178920.0,176920.0,66.827,72.608
6,131,3.0,5.0,0.006,0.023,0.006,0.0,1.0,0.999,0.006,0.0,1000,999,6,0,205330.0,211614.8,170740.0,177020.0,71.158,54.877
7,210,5.0,0.1,0.0,0.023,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206014.4,210931.6,171420.0,176340.0,126.31,97.694
8,7,0.1,7.0,0.0,0.023,0.0,0.012,1.0,0.752,0.0,0.015957446808510637,1000,752,0,12,199433.6,218515.6,164840.0,183920.0,134.985,48.601
9,22,0.5,1.0,0.0,0.023,0.0,0.007,1.0,1.0,0.0,0.007,1000,1000,0,7,207207.6,214302.4,172600.0,179700.0,42.201,129.138
10,417,9.5,18.0,0.0,0.023,0.0,0.002,0.994,0.842,0.0,0.0023752969121140144,994,842,0,2,212145.6,214687.6,177560.0,180100.0,91.807,97.138
11,50,1.0,8.0,0.0,0.023,0.0,0.003,1.0,0.996,0.0,0.0030120481927710845,1000,996,0,3,217474.4,217212.8,182880.0,182620.0,75.105,75.665
12,268,6.0,16.0,0.0,0.023,0.0,0.0,1.0,0.997,0.0,0.0,1000,997,0,0,216111.2,238896.8,181520.0,180240.0,88.073,96.537
13,93,2.0,9.0,0.0,0.023,0.0,0.0,1.0,0.996,0.0,0.0,1000,996,0,0,208979.6,211718.4,174380.0,177120.0,53.892,47.712
14,124,2.5,19.0,0.0,0.023,0.0,0.0,0.793,0.646,0.0,0.0,793,646,0,0,206649.6,217573.6,172060.0,182980.0,67.509,84.171
