mode,query_tag,ligand,kdist,kmono,n_reads,n_valid,n_success_valid,validity_rate,success_rate,quality,qpu_access_time,qpu_sampling_time,sample_elapsed_sec,mRMSD,avg_RMSD,physical_qubits,max_chain_length,raw_case_id,step,candidate_idx,objective,objective_value,best_so_far
qpu,prereg_4jsz_random_s20260804102_s001,3nq9,3.0,4.0,1000,1000,7,1.0,0.007,0.007,210469.2,175880.0,90.399,1.6755865803815682,4.0462925,2046.0,24.0,3nq9_Kdist3.000_Kmono4.000,1,130,quality_4jsz,0.006,0.006
qpu,prereg_4jsz_random_s20260804102_s001,4jsz,3.0,4.0,1000,1000,6,1.0,0.006,0.006,212610.8,178020.0,74.612,1.330357961755477,4.0215046999999995,2475.0,28.0,4jsz_Kdist3.000_Kmono4.000,1,130,quality_4jsz,0.006,0.006
qpu,prereg_4jsz_random_s20260804102_s002,3nq9,5.5,17.0,1000,1000,0,1.0,0.0,0.0,208616.0,174020.0,99.343,4.4179550461572665,5.3330408,2008.0,23.0,3nq9_Kdist5.500_Kmono17.000,2,248,quality_4jsz,0.0,0.006
qpu,prereg_4jsz_random_s20260804102_s002,4jsz,5.5,17.0,1000,998,0,0.998,0.0,0.0,212799.6,178200.0,107.227,2.159656222642855,3.730260521042084,2686.0,30.0,4jsz_Kdist5.500_Kmono17.000,2,248,quality_4jsz,0.0,0.006
qpu,prereg_4jsz_random_s20260804102_s003,3nq9,0.5,8.0,1000,1000,0,1.0,0.0,0.0,212474.0,177880.0,124.345,2.560954661271729,4.783376100000001,1829.0,19.0,3nq9_Kdist0.500_Kmono8.000,3,29,quality_4jsz,0.002,0.006
qpu,prereg_4jsz_random_s20260804102_s003,4jsz,0.5,8.0,1000,351,2,0.351,0.005698005698005698,0.002,213014.8,178420.0,67.076,0.5766602119099231,4.95829544159544,3116.0,37.0,4jsz_Kdist0.500_Kmono8.000,3,29,quality_4jsz,0.002,0.006
qpu,prereg_4jsz_random_s20260804102_s004,3nq9,2.5,13.0,1000,1000,0,1.0,0.0,0.0,209892.8,175300.0,85.891,2.6061735364577214,5.4360982,2006.0,23.0,3nq9_Kdist2.500_Kmono13.000,4,118,quality_4jsz,0.001,0.006
qpu,prereg_4jsz_random_s20260804102_s004,4jsz,2.5,13.0,1000,33,1,0.033,0.030303030303030304,0.001,216438.4,181840.0,70.377,1.5840861718984858,4.078063636363638,2617.0,28.0,4jsz_Kdist2.500_Kmono13.000,4,118,quality_4jsz,0.001,0.006
qpu,prereg_4jsz_random_s20260804102_s005,3nq9,8.0,0.1,1000,1000,0,1.0,0.0,0.0,207330.8,172740.0,80.979,5.516776460314674,5.7644586,2166.0,27.0,3nq9_Kdist8.000_Kmono0.100,5,336,quality_4jsz,0.0,0.006
qpu,prereg_4jsz_random_s20260804102_s005,4jsz,8.0,0.1,1000,1000,0,1.0,0.0,0.0,213648.8,179060.0,85.908,3.565068281374586,3.9777693999999997,2659.0,29.0,4jsz_Kdist8.000_Kmono0.100,5,336,quality_4jsz,0.0,0.006
qpu,prereg_4jsz_random_s20260804102_s006,3nq9,7.5,16.0,1000,972,2,0.972,0.00205761316872428,0.002,214192.0,179600.0,105.908,1.131855777031685,5.8601219135802465,2190.0,26.0,3nq9_Kdist7.500_Kmono16.000,6,331,quality_4jsz,0.03,0.03
qpu,prereg_4jsz_random_s20260804102_s006,4jsz,7.5,16.0,1000,784,30,0.784,0.03826530612244898,0.03,214576.8,179980.0,83.366,1.7366517636423895,3.776807525510204,2581.0,29.0,4jsz_Kdist7.500_Kmono16.000,6,331,quality_4jsz,0.03,0.03
