mode,query_tag,ligand,kdist,kmono,n_reads,n_valid,n_success_valid,validity_rate,success_rate,quality,qpu_access_time,qpu_sampling_time,sample_elapsed_sec,mRMSD,avg_RMSD,physical_qubits,max_chain_length,raw_case_id,step,candidate_idx,objective,objective_value,best_so_far
qpu,prereg_4jsz_random_s20260804104_s001,3nq9,2.5,16.0,1000,889,1,0.889,0.0011248593925759281,0.001,200251.2,165660.0,180.904,1.359478202499892,6.872137232845894,1873.0,21.0,3nq9_Kdist2.500_Kmono16.000,1,121,quality_4jsz,0.008,0.008
qpu,prereg_4jsz_random_s20260804104_s001,4jsz,2.5,16.0,1000,816,8,0.816,0.00980392156862745,0.008,213789.6,179200.0,103.131,0.991756522539679,3.640193137254902,2407.0,26.0,4jsz_Kdist2.500_Kmono16.000,1,121,quality_4jsz,0.008,0.008
qpu,prereg_4jsz_random_s20260804104_s002,3nq9,4.5,11.0,1000,1000,0,1.0,0.0,0.0,207606.4,173020.0,178.402,2.438968603637056,3.7225981000000004,1878.0,22.0,3nq9_Kdist4.500_Kmono11.000,2,200,quality_4jsz,0.01,0.01
qpu,prereg_4jsz_random_s20260804104_s002,4jsz,4.5,11.0,1000,341,10,0.341,0.02932551319648094,0.01,203833.6,169240.0,158.215,0.7634670916287079,3.51516862170088,2436.0,26.0,4jsz_Kdist4.500_Kmono11.000,2,200,quality_4jsz,0.01,0.01
qpu,prereg_4jsz_random_s20260804104_s003,3nq9,8.0,0.1,1000,1000,0,1.0,0.0,0.0,206930.8,172340.0,94.599,5.130083330128654,5.608880700000001,2161.0,25.0,3nq9_Kdist8.000_Kmono0.100,3,336,quality_4jsz,0.0,0.01
qpu,prereg_4jsz_random_s20260804104_s003,4jsz,8.0,0.1,1000,984,0,0.984,0.0,0.0,216432.0,181840.0,43.307,2.159656222642855,4.614105284552846,2679.0,29.0,4jsz_Kdist8.000_Kmono0.100,3,336,quality_4jsz,0.0,0.01
qpu,prereg_4jsz_random_s20260804104_s004,3nq9,1.5,16.0,1000,96,1,0.096,0.010416666666666666,0.001,206976.8,172380.0,80.781,1.4021504912098413,4.553026041666667,2132.0,26.0,3nq9_Kdist1.500_Kmono16.000,4,79,quality_4jsz,0.0,0.01
qpu,prereg_4jsz_random_s20260804104_s004,4jsz,1.5,16.0,1000,217,0,0.217,0.0,0.0,212611.6,178020.0,73.581,3.0456882637591094,3.385248847926267,2520.0,28.0,4jsz_Kdist1.500_Kmono16.000,4,79,quality_4jsz,0.0,0.01
qpu,prereg_4jsz_random_s20260804104_s005,3nq9,8.5,17.0,1000,1000,0,1.0,0.0,0.0,207149.2,172560.0,125.704,2.905161186988064,6.043927699999999,1918.0,22.0,3nq9_Kdist8.500_Kmono17.000,5,374,quality_4jsz,0.065,0.065
qpu,prereg_4jsz_random_s20260804104_s005,4jsz,8.5,17.0,1000,907,65,0.907,0.07166482910694598,0.065,212940.8,178340.0,78.512,0.5766602119099231,3.5621426681367145,2605.0,27.0,4jsz_Kdist8.500_Kmono17.000,5,374,quality_4jsz,0.065,0.065
