Pose_ID,RMSD(A),Shape_Diff(A),Feasible,Success(<=2.0A)
422,1.6038,0.0,True,True
423,1.6038,0.0,True,True
424,1.6038,0.0,True,True
425,1.6038,0.0,True,True
426,1.6038,0.0,True,True
427,1.4692,0.0,True,True
428,1.6592,0.0,True,True
429,1.6617,0.0,True,True
430,1.6617,0.0,True,True
431,1.6617,0.0,True,True
432,1.6617,0.0,True,True
433,1.6617,0.0,True,True
434,1.6617,0.0,True,True
435,1.6617,0.0,True,True
436,1.6617,0.0,True,True
437,1.6617,0.0,True,True
438,1.6617,0.0,True,True
439,1.6617,0.0,True,True
440,2.3006,0.0,True,False
441,1.6617,0.0,True,True
442,1.6617,0.0,True,True
443,1.6617,0.0,True,True
444,1.6617,0.0,True,True
445,2.6379,0.0,True,False
446,1.6617,0.0,True,True
447,2.3006,0.0,True,False
448,2.3006,0.0,True,False
449,2.3006,0.0,True,False
450,2.3006,0.0,True,False
451,1.6617,0.0,True,True
452,2.3006,0.0,True,False
453,1.6617,0.0,True,True
454,1.6617,0.0,True,True
455,1.6617,0.0,True,True
456,1.6617,0.0,True,True
457,1.6617,0.0,True,True
458,2.3006,0.0,True,False
459,1.6617,0.0,True,True
460,1.6617,0.0,True,True
461,1.6617,0.0,True,True
462,2.3006,0.0,True,False
463,1.6617,0.0,True,True
464,1.6617,0.0,True,True
465,1.6617,0.0,True,True
466,1.6617,0.0,True,True
467,1.6617,0.0,True,True
468,1.6617,0.0,True,True
469,1.6617,0.0,True,True
470,2.3006,0.0,True,False
471,1.6617,0.0,True,True
472,1.6617,0.0,True,True
473,1.6617,0.0,True,True
474,1.6617,0.0,True,True
475,2.3006,0.0,True,False
476,2.3006,0.0,True,False
477,2.3006,0.0,True,False
478,1.6617,0.0,True,True
479,1.6617,0.0,True,True
480,1.6617,0.0,True,True
481,1.6617,0.0,True,True
482,1.6617,0.0,True,True
483,2.3006,0.0,True,False
484,1.6617,0.0,True,True
485,1.6617,0.0,True,True
486,1.6617,0.0,True,True
487,2.3006,0.0,True,False
488,1.6617,0.0,True,True
489,1.6617,0.0,True,True
490,1.6617,0.0,True,True
491,1.6617,0.0,True,True
492,1.6617,0.0,True,True
493,1.6617,0.0,True,True
494,2.3006,0.0,True,False
495,1.6617,0.0,True,True
496,1.6617,0.0,True,True
497,1.6617,0.0,True,True
498,1.6617,0.0,True,True
499,2.3006,0.0,True,False
500,1.6617,0.0,True,True
501,1.6617,0.0,True,True
502,1.6617,0.0,True,True
503,2.3006,0.0,True,False
504,1.6617,0.0,True,True
505,1.6617,0.0,True,True
506,2.3006,0.0,True,False
507,2.3006,0.0,True,False
508,2.3006,0.0,True,False
509,1.6617,0.0,True,True
510,1.3774,0.0,True,True
511,1.3774,0.0,True,True
512,1.1967,0.0,True,True
513,1.476,0.0,True,True
514,1.476,0.0,True,True
515,1.6674,0.0,True,True
516,1.6674,0.0,True,True
517,1.476,0.0,True,True
518,1.6674,0.0,True,True
519,1.476,0.0,True,True
520,1.6674,0.0,True,True
521,1.6674,0.0,True,True
522,1.6674,0.0,True,True
523,1.476,0.0,True,True
524,1.6674,0.0,True,True
525,1.6674,0.0,True,True
526,1.6674,0.0,True,True
527,1.6674,0.0,True,True
528,2.6085,0.0,True,False
529,2.6085,0.0,True,False
