step,candidate_idx,kdist,kmono,objective_value,best_so_far,q_3nq9,q_4jsz,v_3nq9,v_4jsz,success_3nq9,success_4jsz,n_valid_3nq9,n_valid_4jsz,n_success_valid_3nq9,n_success_valid_4jsz,qpu_access_time_3nq9,qpu_access_time_4jsz,qpu_sampling_time_3nq9,qpu_sampling_time_4jsz,sample_elapsed_sec_3nq9,sample_elapsed_sec_4jsz
1,321,7.5,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,207716.4,213036.4,173120.0,178440.0,106.299,85.542
2,392,9.0,14.0,0.029,0.029,0.0,0.029,1.0,1.0,0.0,0.029,1000,1000,0,29,207112.0,214255.6,172520.0,179660.0,104.969,62.531
3,168,4.0,0.1,0.0,0.029,0.044,0.0,1.0,1.0,0.044,0.0,1000,1000,44,0,215700.4,210838.0,181100.0,176240.0,78.859,84.782
4,391,9.0,13.0,0.001,0.029,0.0,0.001,1.0,0.788,0.0,0.0012690355329949238,1000,788,0,1,209929.6,210616.4,175340.0,176020.0,57.339,68.915
5,287,6.5,14.0,0.024,0.029,0.0,0.024,1.0,0.936,0.0,0.02564102564102564,1000,936,0,24,201030.0,214700.8,166440.0,180100.0,74.457,86.07
6,362,8.5,5.0,0.0,0.029,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,217334.8,218622.8,182740.0,184020.0,100.112,73.019
7,364,8.5,7.0,0.002,0.029,0.0,0.002,1.0,1.0,0.0,0.002,1000,1000,0,2,209035.6,212471.6,174440.0,177880.0,82.971,138.462
8,184,4.0,16.0,0.015,0.029,0.0,0.015,1.0,0.982,0.0,0.015274949083503055,1000,982,0,15,214574.8,214391.6,179980.0,179800.0,111.372,168.007
9,412,9.5,13.0,0.001,0.029,0.002,0.001,1.0,0.993,0.002,0.0010070493454179255,1000,993,2,1,211038.4,213293.6,176440.0,178700.0,122.231,139.236
10,352,8.0,16.0,0.001,0.029,0.0,0.001,1.0,1.0,0.0,0.001,1000,1000,0,1,214649.2,215714.8,180060.0,181120.0,79.101,102.932
11,363,8.5,6.0,0.0,0.029,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,205579.2,214835.6,170980.0,180240.0,80.058,110.536
12,367,8.5,10.0,0.085,0.085,0.007,0.085,1.0,1.0,0.007,0.085,1000,1000,7,85,210474.0,212159.2,175880.0,177560.0,85.707,115.751
13,235,5.5,4.0,0.127,0.127,0.0,0.127,1.0,1.0,0.0,0.127,1000,1000,0,127,200247.2,212660.4,165660.0,178060.0,105.918,118.955
14,259,6.0,7.0,0.0,0.127,0.001,0.0,1.0,1.0,0.001,0.0,1000,1000,1,0,209882.0,213003.6,175280.0,178420.0,2.652,81.159
15,208,4.5,19.0,0.0,0.127,0.003,0.0,0.905,0.707,0.0033149171270718232,0.0,905,707,3,0,207342.4,214894.0,172740.0,180300.0,90.703,78.981
16,16,0.1,16.0,0.0,0.127,0.004,0.0,0.471,0.841,0.008492569002123142,0.0,471,841,4,0,211983.2,215292.8,177380.0,180700.0,52.552,69.584
