mode,query_tag,ligand,kdist,kmono,n_reads,n_valid,n_success_valid,validity_rate,success_rate,quality,qpu_access_time,qpu_sampling_time,sample_elapsed_sec,mRMSD,avg_RMSD,physical_qubits,max_chain_length,raw_case_id,step,candidate_idx,objective,objective_value,best_so_far
qpu,prereg_4jsz_bo_s20260804001_s001,3nq9,7.5,6.0,1000,1000,0,1.0,0.0,0.0,207716.4,173120.0,106.299,3.4665778498568836,4.762389499999999,2121.0,25.0,3nq9_Kdist7.500_Kmono6.000,1,321,quality_4jsz,0.0,0.0
qpu,prereg_4jsz_bo_s20260804001_s001,4jsz,7.5,6.0,1000,1000,0,1.0,0.0,0.0,213036.4,178440.0,85.542,3.5419401180218673,4.3260821,2574.0,27.0,4jsz_Kdist7.500_Kmono6.000,1,321,quality_4jsz,0.0,0.0
qpu,prereg_4jsz_bo_s20260804001_s002,3nq9,9.0,14.0,1000,1000,0,1.0,0.0,0.0,207112.0,172520.0,104.969,2.9206687166884566,5.0385116,2102.0,25.0,3nq9_Kdist9.000_Kmono14.000,2,392,quality_4jsz,0.029,0.029
qpu,prereg_4jsz_bo_s20260804001_s002,4jsz,9.0,14.0,1000,1000,29,1.0,0.029,0.029,214255.6,179660.0,62.531,1.52005037361043,3.5556978,2659.0,28.0,4jsz_Kdist9.000_Kmono14.000,2,392,quality_4jsz,0.029,0.029
qpu,prereg_4jsz_bo_s20260804001_s003,3nq9,4.0,0.1,1000,1000,44,1.0,0.044,0.044,215700.4,181100.0,78.859,0.7015170787624876,3.5092262999999995,2121.0,24.0,3nq9_Kdist4.000_Kmono0.100,3,168,quality_4jsz,0.0,0.029
qpu,prereg_4jsz_bo_s20260804001_s003,4jsz,4.0,0.1,1000,1000,0,1.0,0.0,0.0,210838.0,176240.0,84.782,2.8965392589226844,3.0181229,2591.0,27.0,4jsz_Kdist4.000_Kmono0.100,3,168,quality_4jsz,0.0,0.029
qpu,prereg_4jsz_bo_s20260804001_s004,3nq9,9.0,13.0,1000,1000,0,1.0,0.0,0.0,209929.6,175340.0,57.339,2.367940762601583,4.369630600000001,2146.0,25.0,3nq9_Kdist9.000_Kmono13.000,4,391,quality_4jsz,0.001,0.029
qpu,prereg_4jsz_bo_s20260804001_s004,4jsz,9.0,13.0,1000,788,1,0.788,0.0012690355329949238,0.001,210616.4,176020.0,68.915,1.7984818597917525,4.911647842639594,2926.0,34.0,4jsz_Kdist9.000_Kmono13.000,4,391,quality_4jsz,0.001,0.029
qpu,prereg_4jsz_bo_s20260804001_s005,3nq9,6.5,14.0,1000,1000,0,1.0,0.0,0.0,201030.0,166440.0,74.457,2.9473378433990702,4.716161700000001,2121.0,24.0,3nq9_Kdist6.500_Kmono14.000,5,287,quality_4jsz,0.024,0.029
qpu,prereg_4jsz_bo_s20260804001_s005,4jsz,6.5,14.0,1000,936,24,0.936,0.02564102564102564,0.024,214700.8,180100.0,86.07,1.8039636914306223,3.3725160256410254,2532.0,28.0,4jsz_Kdist6.500_Kmono14.000,5,287,quality_4jsz,0.024,0.029
qpu,prereg_4jsz_bo_s20260804001_s006,3nq9,8.5,5.0,1000,1000,0,1.0,0.0,0.0,217334.8,182740.0,100.112,3.47764733840779,4.965272499999999,2084.0,24.0,3nq9_Kdist8.500_Kmono5.000,6,362,quality_4jsz,0.0,0.029
qpu,prereg_4jsz_bo_s20260804001_s006,4jsz,8.5,5.0,1000,1000,0,1.0,0.0,0.0,218622.8,184020.0,73.019,3.8333464367353924,5.0796311,2886.0,31.0,4jsz_Kdist8.500_Kmono5.000,6,362,quality_4jsz,0.0,0.029
qpu,prereg_4jsz_bo_s20260804001_s007,3nq9,8.5,7.0,1000,1000,0,1.0,0.0,0.0,209035.6,174440.0,82.971,4.344749044370447,7.1759803,2208.0,27.0,3nq9_Kdist8.500_Kmono7.000,7,364,quality_4jsz,0.002,0.029
qpu,prereg_4jsz_bo_s20260804001_s007,4jsz,8.5,7.0,1000,1000,2,1.0,0.002,0.002,212471.6,177880.0,138.462,1.2537818789566229,4.5169771,2425.0,25.0,4jsz_Kdist8.500_Kmono7.000,7,364,quality_4jsz,0.002,0.029
qpu,prereg_4jsz_bo_s20260804001_s008,3nq9,4.0,16.0,1000,1000,0,1.0,0.0,0.0,214574.8,179980.0,111.372,3.8022472212336482,6.170457000000001,2059.0,23.0,3nq9_Kdist4.000_Kmono16.000,8,184,quality_4jsz,0.015,0.029
qpu,prereg_4jsz_bo_s20260804001_s008,4jsz,4.0,16.0,1000,982,15,0.982,0.015274949083503055,0.015,214391.6,179800.0,168.007,1.4588958153343246,3.517767820773931,2251.0,23.0,4jsz_Kdist4.000_Kmono16.000,8,184,quality_4jsz,0.015,0.029
qpu,prereg_4jsz_bo_s20260804001_s009,3nq9,9.5,13.0,1000,1000,2,1.0,0.002,0.002,211038.4,176440.0,122.231,1.5061799505142413,4.384763700000001,2078.0,23.0,3nq9_Kdist9.500_Kmono13.000,9,412,quality_4jsz,0.001,0.029
qpu,prereg_4jsz_bo_s20260804001_s009,4jsz,9.5,13.0,1000,993,1,0.993,0.0010070493454179255,0.001,213293.6,178700.0,139.236,1.4588958153343246,3.548407754279959,2595.0,28.0,4jsz_Kdist9.500_Kmono13.000,9,412,quality_4jsz,0.001,0.029
qpu,prereg_4jsz_bo_s20260804001_s010,3nq9,8.0,16.0,1000,1000,0,1.0,0.0,0.0,214649.2,180060.0,79.101,2.6323799926968583,4.9985612,2163.0,25.0,3nq9_Kdist8.000_Kmono16.000,10,352,quality_4jsz,0.001,0.029
qpu,prereg_4jsz_bo_s20260804001_s010,4jsz,8.0,16.0,1000,1000,1,1.0,0.001,0.001,215714.8,181120.0,102.932,1.7285690900003314,3.8568702999999998,2605.0,27.0,4jsz_Kdist8.000_Kmono16.000,10,352,quality_4jsz,0.001,0.029
