step,candidate_idx,kdist,kmono,objective_value,best_so_far,q_3nq9,q_4jsz,v_3nq9,v_4jsz,success_3nq9,success_4jsz,n_valid_3nq9,n_valid_4jsz,n_success_valid_3nq9,n_success_valid_4jsz,qpu_access_time_3nq9,qpu_access_time_4jsz,qpu_sampling_time_3nq9,qpu_sampling_time_4jsz,sample_elapsed_sec_3nq9,sample_elapsed_sec_4jsz
1,181,4.0,13.0,0.0,0.0,0.001,0.0,1.0,0.167,0.001,0.0,1000,167,1,0,203403.2,210340.0,168800.0,175740.0,136.107,74.983
2,348,8.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,205581.6,209972.4,170980.0,175380.0,94.968,133.818
3,235,5.5,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,207973.6,214262.8,173380.0,179660.0,62.62,88.645
4,202,4.5,13.0,0.008,0.008,0.04,0.008,0.91,0.995,0.04395604395604396,0.008040201005025126,910,995,40,8,213536.8,216975.6,178940.0,182380.0,64.539,48.138
5,355,8.0,19.0,0.155,0.155,0.006,0.155,0.999,0.994,0.006006006006006006,0.15593561368209255,999,994,6,155,204069.6,214191.2,169480.0,179600.0,85.265,115.618
6,154,3.5,7.0,0.0,0.155,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,201611.2,209757.2,167020.0,175160.0,111.663,77.211
7,179,4.0,11.0,0.008,0.155,0.0,0.008,1.0,0.929,0.0,0.008611410118406888,1000,929,0,8,203014.4,212802.0,168420.0,178200.0,103.155,69.108
8,381,9.0,3.0,0.0,0.155,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,208932.8,216476.0,174340.0,181880.0,54.173,117.014
9,371,8.5,14.0,0.017,0.155,0.0,0.017,1.0,1.0,0.0,0.017,1000,1000,0,17,206796.8,214038.4,172200.0,179440.0,78.139,50.492
10,150,3.5,3.0,0.0,0.155,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,209976.8,210474.0,175380.0,175880.0,84.922,121.712
11,188,4.0,20.0,0.423,0.423,0.0,0.423,0.129,0.699,0.0,0.6051502145922747,129,699,0,423,205581.6,218872.0,170980.0,184280.0,99.025,117.178
12,207,4.5,18.0,0.013,0.423,0.0,0.013,1.0,0.623,0.0,0.02086677367576244,1000,623,0,13,211011.2,214391.2,176420.0,179800.0,62.811,52.989
13,232,5.5,1.0,0.0,0.423,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206828.8,216340.0,172240.0,181740.0,133.538,90.162
14,372,8.5,15.0,0.0,0.423,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,216191.2,215038.4,181600.0,180440.0,73.33,142.422
15,422,10.0,2.0,0.0,0.423,0.019,0.0,1.0,1.0,0.019,0.0,1000,1000,19,0,213428.8,205875.6,178840.0,171280.0,64.873,53.645
16,53,1.0,11.0,0.01,0.423,0.006,0.01,0.999,0.787,0.006006006006006006,0.012706480304955527,999,787,6,10,205968.0,208756.8,171380.0,174160.0,102.866,88.858
17,309,7.0,15.0,0.003,0.423,0.0,0.003,1.0,1.0,0.0,0.003,1000,1000,0,3,206336.4,211657.2,171740.0,177060.0,84.677,52.939
18,113,2.5,8.0,0.63,0.63,0.0,0.63,1.0,1.0,0.0,0.63,1000,1000,0,630,217192.0,213295.2,182600.0,178700.0,131.988,125.602
19,124,2.5,19.0,0.0,0.63,0.0,0.0,1.0,0.144,0.0,0.0,1000,144,0,0,216201.6,210651.6,181600.0,176060.0,98.131,102.476
20,105,2.5,0.1,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,211394.0,215530.0,176800.0,180940.0,41.001,112.885
21,92,2.0,8.0,0.001,0.63,0.079,0.001,0.658,0.996,0.12006079027355623,0.001004016064257028,658,996,79,1,197655.2,213400.4,163060.0,178800.0,84.418,84.384
22,134,3.0,8.0,0.004,0.63,0.0,0.004,1.0,1.0,0.0,0.004,1000,1000,0,4,203650.0,212335.2,169060.0,177740.0,90.107,90.454
23,112,2.5,7.0,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,204291.2,210010.8,169700.0,175420.0,71.979,130.004
24,114,2.5,9.0,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,207967.6,210657.6,173380.0,176060.0,100.533,113.546
25,167,3.5,20.0,0.01,0.63,0.0,0.01,0.511,0.599,0.0,0.01669449081803005,511,599,0,10,202760.8,219749.2,168160.0,185160.0,47.98,84.124
26,209,4.5,20.0,0.001,0.63,0.002,0.001,0.685,1.0,0.00291970802919708,0.001,685,1000,2,1,214434.8,217576.8,179840.0,182980.0,81.583,112.968
27,187,4.0,19.0,0.001,0.63,0.124,0.001,1.0,0.096,0.124,0.010416666666666666,1000,96,124,1,215152.8,211715.2,180560.0,177120.0,107.959,122.47
28,397,9.0,19.0,0.003,0.63,0.0,0.003,1.0,0.885,0.0,0.003389830508474576,1000,885,0,3,205924.8,214840.8,171340.0,180240.0,126.057,37.32
29,313,7.0,19.0,0.355,0.63,0.259,0.355,0.927,0.441,0.27939590075512405,0.8049886621315193,927,441,259,355,202068.4,211610.4,167480.0,177020.0,103.379,126.691
30,314,7.0,20.0,0.0,0.63,0.0,0.0,1.0,0.913,0.0,0.0,1000,913,0,0,216192.8,216296.0,181600.0,181700.0,84.539,94.702
31,312,7.0,18.0,0.031,0.63,0.0,0.031,1.0,1.0,0.0,0.031,1000,1000,0,31,210615.2,214192.0,176020.0,179600.0,78.092,99.136
32,292,6.5,19.0,0.0,0.63,0.003,0.0,0.993,1.0,0.0030211480362537764,0.0,993,1000,3,0,214016.4,209649.2,179420.0,175060.0,50.359,93.91
33,17,0.1,17.0,0.189,0.63,0.132,0.189,0.721,0.487,0.18307905686546463,0.38809034907597534,721,487,132,189,216196.0,211690.4,181600.0,177100.0,71.428,86.028
34,59,1.0,17.0,0.001,0.63,0.0,0.001,0.847,0.069,0.0,0.014492753623188406,847,69,0,1,204836.4,215434.8,170240.0,180840.0,89.675,42.002
35,19,0.1,19.0,0.0,0.63,0.003,0.0,0.134,0.96,0.022388059701492536,0.0,134,960,3,0,205970.0,208112.4,171380.0,173520.0,69.535,91.711
36,15,0.1,15.0,0.0,0.63,0.002,0.0,0.732,0.375,0.00273224043715847,0.0,732,375,2,0,212711.6,216474.4,178120.0,181880.0,92.932,64.997
37,428,10.0,8.0,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,204822.8,213518.4,170240.0,178920.0,152.748,89.838
38,2,0.1,2.0,0.0,0.63,0.009,0.0,1.0,1.0,0.009,0.0,1000,1000,9,0,216340.4,213446.0,181740.0,178840.0,69.945,62.204
39,322,7.5,7.0,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,215292.8,215433.2,180700.0,180840.0,109.181,55.473
40,315,7.5,0.1,0.067,0.63,0.0,0.067,1.0,1.0,0.0,0.067,1000,1000,0,67,207289.2,214513.2,172700.0,179920.0,138.277,99.857
41,262,6.0,10.0,0.068,0.63,0.0,0.068,1.0,0.262,0.0,0.2595419847328244,1000,262,0,68,214652.8,216937.2,180060.0,182340.0,133.845,38.813
42,432,10.0,12.0,0.0,0.63,0.009,0.0,1.0,1.0,0.009,0.0,1000,1000,9,0,213894.4,211613.6,179300.0,177020.0,76.359,77.479
43,218,5.0,8.0,0.265,0.63,0.0,0.265,1.0,1.0,0.0,0.265,1000,1000,0,265,206433.2,213011.2,171840.0,178420.0,112.647,90.96
44,238,5.5,7.0,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,215836.4,205326.8,181240.0,170740.0,42.147,97.497
45,198,4.5,9.0,0.0,0.63,0.0,0.0,1.0,0.996,0.0,0.0,1000,996,0,0,217828.0,213932.0,183240.0,179340.0,51.974,63.086
46,196,4.5,7.0,0.0,0.63,0.0,0.0,1.0,0.974,0.0,0.0,1000,974,0,0,200696.0,219397.6,166100.0,184800.0,104.592,45.418
47,6,0.1,6.0,0.002,0.63,0.0,0.002,1.0,1.0,0.0,0.002,1000,1000,0,2,211210.0,216332.4,176620.0,181740.0,53.664,114.734
48,120,2.5,15.0,0.0,0.63,0.001,0.0,0.996,0.691,0.001004016064257028,0.0,996,691,1,0,202612.0,215794.8,168020.0,181200.0,134.144,87.041
49,318,7.5,3.0,0.0,0.63,0.011,0.0,1.0,1.0,0.011,0.0,1000,1000,11,0,207977.6,214798.0,173380.0,180200.0,52.48,114.861
50,436,10.0,16.0,0.004,0.63,0.005,0.004,1.0,1.0,0.005,0.004,1000,1000,5,4,214792.4,214694.0,180200.0,180100.0,2.169,75.144
51,240,5.5,9.0,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,212392.4,217196.8,177800.0,182600.0,42.562,69.427
52,285,6.5,12.0,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,208252.4,215038.8,173660.0,180440.0,2.297,60.618
53,334,7.5,19.0,0.001,0.63,0.0,0.001,1.0,0.999,0.0,0.001001001001001001,1000,999,0,1,202893.2,210616.4,168300.0,176020.0,113.46,87.595
54,66,1.5,3.0,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,210755.6,219395.2,176160.0,184800.0,61.004,90.656
55,378,9.0,0.1,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,216035.2,211334.0,181440.0,176740.0,70.752,63.826
56,246,5.5,15.0,0.297,0.63,0.009,0.297,1.0,1.0,0.009,0.297,1000,1000,9,297,209442.0,212620.4,174840.0,178020.0,100.404,172.819
57,226,5.0,16.0,0.515,0.63,0.0,0.515,1.0,0.987,0.0,0.5217831813576495,1000,987,0,515,216572.8,216930.4,181980.0,182340.0,132.163,84.412
58,247,5.5,16.0,0.0,0.63,0.0,0.0,0.116,1.0,0.0,0.0,116,1000,0,0,211719.6,214012.0,177120.0,179420.0,45.117,140.323
59,225,5.0,15.0,0.087,0.63,0.0,0.087,1.0,0.998,0.0,0.0871743486973948,1000,998,0,87,205699.2,217578.8,171100.0,182980.0,95.448,142.72
60,205,4.5,16.0,0.073,0.63,0.082,0.073,0.964,0.995,0.08506224066390042,0.07336683417085427,964,995,82,73,214930.4,210432.4,180340.0,175840.0,115.711,86.235
61,227,5.0,17.0,0.002,0.63,0.0,0.002,1.0,0.998,0.0,0.002004008016032064,1000,998,0,2,214932.0,216534.4,180340.0,181940.0,127.723,85.981
62,266,6.0,14.0,0.043,0.63,0.109,0.043,0.952,0.997,0.11449579831932773,0.04312938816449348,952,997,109,43,215937.6,216974.0,181340.0,182380.0,94.872,129.149
63,168,4.0,0.1,0.238,0.63,0.0,0.238,1.0,1.0,0.0,0.238,1000,1000,0,238,212655.6,214015.6,178060.0,179420.0,94.052,85.083
64,190,4.5,1.0,0.151,0.63,0.381,0.151,1.0,1.0,0.381,0.151,1000,1000,381,151,205074.0,211510.0,170480.0,176920.0,68.965,55.006
65,148,3.5,1.0,0.034,0.63,0.0,0.034,1.0,1.0,0.0,0.034,1000,1000,0,34,212757.2,212115.6,178160.0,177520.0,40.328,61.603
66,366,8.5,9.0,0.0,0.63,0.008,0.0,1.0,1.0,0.008,0.0,1000,1000,8,0,210213.6,214932.0,175620.0,180340.0,82.513,115.26
67,425,10.0,5.0,0.032,0.63,0.0,0.032,1.0,0.991,0.0,0.03229061553985873,1000,991,0,32,216698.0,212518.8,182100.0,177920.0,79.329,42.053
68,9,0.1,9.0,0.0,0.63,0.0,0.0,1.0,0.999,0.0,0.0,1000,999,0,0,219395.2,211477.2,184800.0,176880.0,81.252,106.456
69,42,1.0,0.1,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,207950.8,216444.0,173340.0,181840.0,87.94,82.374
70,440,10.0,20.0,0.005,0.63,0.0,0.005,1.0,0.181,0.0,0.027624309392265192,1000,181,0,5,207692.8,215288.0,173100.0,180700.0,112.011,81.049
71,83,1.5,20.0,0.002,0.63,0.001,0.002,0.055,0.023,0.01818181818181818,0.08695652173913043,55,23,1,2,202794.8,217875.6,168200.0,183280.0,61.006,48.429
72,76,1.5,13.0,0.003,0.63,0.004,0.003,0.577,0.241,0.006932409012131715,0.012448132780082987,577,241,4,3,210433.6,214896.0,175840.0,180300.0,74.689,94.174
73,384,9.0,6.0,0.002,0.63,0.0,0.002,1.0,1.0,0.0,0.002,1000,1000,0,2,207160.8,213897.2,172560.0,179300.0,62.283,144.313
74,303,7.0,9.0,0.164,0.63,0.0,0.164,1.0,1.0,0.0,0.164,1000,1000,0,164,213896.4,211971.6,179300.0,177380.0,66.384,55.545
75,12,0.1,12.0,0.025,0.63,0.065,0.025,0.939,0.628,0.06922257720979766,0.03980891719745223,939,628,65,25,206331.6,213045.2,171740.0,178440.0,98.354,47.868
76,273,6.5,0.1,0.01,0.63,0.0,0.01,1.0,1.0,0.0,0.01,1000,1000,0,10,206841.2,211394.8,172240.0,176800.0,187.546,82.566
77,374,8.5,17.0,0.009,0.63,0.0,0.009,1.0,0.954,0.0,0.009433962264150943,1000,954,0,9,206694.0,211798.8,172100.0,177200.0,95.761,76.206
78,325,7.5,10.0,0.0,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,212188.8,213008.8,177600.0,178420.0,123.018,79.395
