mode,query_tag,ligand,kdist,kmono,n_reads,n_valid,n_success_valid,validity_rate,success_rate,quality,qpu_access_time,qpu_sampling_time,sample_elapsed_sec,mRMSD,avg_RMSD,physical_qubits,max_chain_length,raw_case_id,step,candidate_idx,objective,objective_value,best_so_far
qpu,prereg_4jsz_bo_s20260804002_s001,3nq9,2.5,9.0,1000,1000,3,1.0,0.003,0.003,208970.0,174380.0,72.481,1.6629574558598914,6.2736616,2119.0,25.0,3nq9_Kdist2.500_Kmono9.000,1,114,quality_4jsz,0.107,0.107
qpu,prereg_4jsz_bo_s20260804002_s001,4jsz,2.5,9.0,1000,998,107,0.998,0.10721442885771543,0.107,212930.0,178340.0,94.322,1.9515055726284773,3.87198126252505,2683.0,29.0,4jsz_Kdist2.500_Kmono9.000,1,114,quality_4jsz,0.107,0.107
qpu,prereg_4jsz_bo_s20260804002_s002,3nq9,2.5,13.0,1000,1000,0,1.0,0.0,0.0,217834.8,183240.0,51.425,3.731356453420043,6.138455200000001,2201.0,26.0,3nq9_Kdist2.500_Kmono13.000,2,118,quality_4jsz,0.035,0.107
qpu,prereg_4jsz_bo_s20260804002_s002,4jsz,2.5,13.0,1000,871,35,0.871,0.040183696900114814,0.035,216435.2,181840.0,115.743,0.5766602119099231,4.698950401836969,2419.0,27.0,4jsz_Kdist2.500_Kmono13.000,2,118,quality_4jsz,0.035,0.107
qpu,prereg_4jsz_bo_s20260804002_s003,3nq9,1.5,6.0,1000,1000,1,1.0,0.001,0.001,214788.4,180200.0,103.015,1.9788131456021936,4.1610324,2026.0,25.0,3nq9_Kdist1.500_Kmono6.000,3,69,quality_4jsz,0.001,0.107
qpu,prereg_4jsz_bo_s20260804002_s003,4jsz,1.5,6.0,1000,1000,1,1.0,0.001,0.001,208785.6,174200.0,115.201,1.8930291344046513,3.2638618999999998,2698.0,28.0,4jsz_Kdist1.500_Kmono6.000,3,69,quality_4jsz,0.001,0.107
qpu,prereg_4jsz_bo_s20260804002_s004,3nq9,1.0,7.0,1000,1000,44,1.0,0.044,0.044,209972.8,175380.0,120.159,1.4038012679863203,4.504810299999999,1903.0,22.0,3nq9_Kdist1.000_Kmono7.000,4,49,quality_4jsz,0.002,0.107
qpu,prereg_4jsz_bo_s20260804002_s004,4jsz,1.0,7.0,1000,902,2,0.902,0.0022172949002217295,0.002,205465.6,170880.0,89.045,1.1749625525947618,4.784878048780488,2580.0,28.0,4jsz_Kdist1.000_Kmono7.000,4,49,quality_4jsz,0.002,0.107
qpu,prereg_4jsz_bo_s20260804002_s005,3nq9,2.0,4.0,1000,1000,0,1.0,0.0,0.0,214935.2,180340.0,60.437,2.4706092228441836,3.405885,2364.0,29.0,3nq9_Kdist2.000_Kmono4.000,5,88,quality_4jsz,0.002,0.107
qpu,prereg_4jsz_bo_s20260804002_s005,4jsz,2.0,4.0,1000,1000,2,1.0,0.002,0.002,210614.0,176020.0,116.172,1.87856528781948,3.3501307,2421.0,25.0,4jsz_Kdist2.000_Kmono4.000,5,88,quality_4jsz,0.002,0.107
