ligand,runs,success_rate,feasible_rate,strict_success_rate,mRMSD,avg_RMSD,tts_99_success_sec,tts_99_strict_sec,time_limit_sec
3nq9,5,0.54375,1.0,0.54375,0.45204000000000005,2.2289162499999997,177.24888316815463,177.24888316815463,30.0
4jsz,5,0.6157258064516129,1.0,0.6157258064516129,0.71586,1.879435120967742,148.06366601585947,148.06366601585947,30.0
