step,candidate_idx,kdist,kmono,objective_value,best_so_far,q_3nq9,q_4jsz,v_3nq9,v_4jsz,success_3nq9,success_4jsz,n_valid_3nq9,n_valid_4jsz,n_success_valid_3nq9,n_success_valid_4jsz,qpu_access_time_3nq9,qpu_access_time_4jsz,qpu_sampling_time_3nq9,qpu_sampling_time_4jsz,sample_elapsed_sec_3nq9,sample_elapsed_sec_4jsz
1,236,5.5,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,204508.4,216838.0,169920.0,182240.0,129.187,155.904
2,131,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,215797.2,214033.6,181200.0,179440.0,41.843,138.295
3,116,2.5,11.0,0.0,0.0,0.0,0.006,0.998,0.171,0.0,0.03508771929824561,998,171,0,6,203512.8,215436.0,168920.0,180840.0,59.257,99.761
4,207,4.5,18.0,0.036,0.036,0.036,0.0,0.999,0.993,0.036036036036036036,0.0,999,993,36,0,214694.8,209474.0,180100.0,174880.0,70.52,90.087
5,393,9.0,15.0,0.0,0.036,0.0,0.001,1.0,1.0,0.0,0.001,1000,1000,0,1,206699.6,218118.0,172100.0,183520.0,69.866,77.064
6,101,2.0,17.0,0.0,0.036,0.0,0.0,0.987,0.905,0.0,0.0,987,905,0,0,207114.0,206516.4,172520.0,171920.0,70.184,121.449
7,431,10.0,11.0,0.0,0.036,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206693.6,214534.4,172100.0,179940.0,80.46,73.987
8,260,6.0,8.0,0.004,0.036,0.004,0.0,1.0,1.0,0.004,0.0,1000,1000,4,0,215256.0,210694.0,180660.0,176100.0,45.333,85.094
9,177,4.0,9.0,0.0,0.036,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,205753.2,214838.0,171160.0,180240.0,106.692,39.625
10,320,7.5,5.0,0.0,0.036,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,208435.2,220394.0,173840.0,185800.0,102.903,45.363
11,117,2.5,12.0,0.0,0.036,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,214794.0,210967.6,180200.0,176380.0,36.311,117.335
12,437,10.0,17.0,0.0,0.036,0.0,0.002,1.0,0.998,0.0,0.002004008016032064,1000,998,0,2,209613.2,211710.0,175020.0,177120.0,53.097,94.745
13,266,6.0,14.0,0.051,0.051,0.051,0.002,0.529,1.0,0.09640831758034027,0.002,529,1000,51,2,215700.0,211252.4,181100.0,176660.0,18.948,132.26
14,23,0.5,2.0,0.0,0.051,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,214895.6,212254.4,180300.0,177660.0,95.072,220.811
15,144,3.0,18.0,0.0,0.051,0.0,0.0,0.016,0.596,0.0,0.0,16,596,0,0,205978.8,220389.2,171380.0,185800.0,100.54,112.277
16,197,4.5,8.0,0.0,0.051,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,208333.6,211612.8,173740.0,177020.0,125.252,123.813
