mode,query_tag,ligand,kdist,kmono,n_reads,n_valid,n_success_valid,validity_rate,success_rate,quality,qpu_access_time,qpu_sampling_time,sample_elapsed_sec,mRMSD,avg_RMSD,physical_qubits,max_chain_length,raw_case_id,step,candidate_idx,objective,objective_value,best_so_far
qpu,prereg_3nq9_random_s20260804105_s001,3nq9,5.5,5.0,1000,1000,0,1.0,0.0,0.0,204508.4,169920.0,129.187,2.623915934183774,4.0390843,2033.0,23.0,3nq9_Kdist5.500_Kmono5.000,1,236,quality_3nq9,0.0,0.0
qpu,prereg_3nq9_random_s20260804105_s001,4jsz,5.5,5.0,1000,1000,0,1.0,0.0,0.0,216838.0,182240.0,155.904,2.100950541057519,3.236018,2478.0,26.0,4jsz_Kdist5.500_Kmono5.000,1,236,quality_3nq9,0.0,0.0
qpu,prereg_3nq9_random_s20260804105_s002,3nq9,3.0,5.0,1000,1000,0,1.0,0.0,0.0,215797.2,181200.0,41.843,4.500151251021764,5.860010299999999,2416.0,30.0,3nq9_Kdist3.000_Kmono5.000,2,131,quality_3nq9,0.0,0.0
qpu,prereg_3nq9_random_s20260804105_s002,4jsz,3.0,5.0,1000,1000,0,1.0,0.0,0.0,214033.6,179440.0,138.295,2.4804490590758466,3.7512430999999995,2425.0,25.0,4jsz_Kdist3.000_Kmono5.000,2,131,quality_3nq9,0.0,0.0
qpu,prereg_3nq9_random_s20260804105_s003,3nq9,2.5,11.0,1000,998,0,0.998,0.0,0.0,203512.8,168920.0,59.257,5.673506248697442,7.753913026052102,2273.0,27.0,3nq9_Kdist2.500_Kmono11.000,3,116,quality_3nq9,0.0,0.0
qpu,prereg_3nq9_random_s20260804105_s003,4jsz,2.5,11.0,1000,171,6,0.171,0.03508771929824561,0.006,215436.0,180840.0,99.761,1.3518894185546384,3.8681087719298244,2494.0,26.0,4jsz_Kdist2.500_Kmono11.000,3,116,quality_3nq9,0.0,0.0
qpu,prereg_3nq9_random_s20260804105_s004,3nq9,4.5,18.0,1000,999,36,0.999,0.036036036036036036,0.036,214694.8,180100.0,70.52,1.3157230901675323,5.108870670670671,2140.0,24.0,3nq9_Kdist4.500_Kmono18.000,4,207,quality_3nq9,0.036,0.036
qpu,prereg_3nq9_random_s20260804105_s004,4jsz,4.5,18.0,1000,993,0,0.993,0.0,0.0,209474.0,174880.0,90.087,2.5484806506594007,3.682526485397784,2498.0,26.0,4jsz_Kdist4.500_Kmono18.000,4,207,quality_3nq9,0.036,0.036
qpu,prereg_3nq9_random_s20260804105_s005,3nq9,9.0,15.0,1000,1000,0,1.0,0.0,0.0,206699.6,172100.0,69.866,4.377154743998939,4.8449596999999995,2118.0,25.0,3nq9_Kdist9.000_Kmono15.000,5,393,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s005,4jsz,9.0,15.0,1000,1000,1,1.0,0.001,0.001,218118.0,183520.0,77.064,1.5439152425569849,3.9880634999999995,2425.0,24.0,4jsz_Kdist9.000_Kmono15.000,5,393,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s006,3nq9,2.0,17.0,1000,987,0,0.987,0.0,0.0,207114.0,172520.0,70.184,2.115857966187411,5.326675278622085,2207.0,27.0,3nq9_Kdist2.000_Kmono17.000,6,101,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s006,4jsz,2.0,17.0,1000,905,0,0.905,0.0,0.0,206516.4,171920.0,121.449,2.712226790427267,4.223948508287294,2620.0,29.0,4jsz_Kdist2.000_Kmono17.000,6,101,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s007,3nq9,10.0,11.0,1000,1000,0,1.0,0.0,0.0,206693.6,172100.0,80.46,2.3645222557399133,5.134583099999999,2130.0,25.0,3nq9_Kdist10.000_Kmono11.000,7,431,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s007,4jsz,10.0,11.0,1000,1000,0,1.0,0.0,0.0,214534.4,179940.0,73.987,3.5383608627993963,4.1097531,2530.0,28.0,4jsz_Kdist10.000_Kmono11.000,7,431,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s008,3nq9,6.0,8.0,1000,1000,4,1.0,0.004,0.004,215256.0,180660.0,45.333,0.8301650438316469,3.9263715999999995,2447.0,29.0,3nq9_Kdist6.000_Kmono8.000,8,260,quality_3nq9,0.004,0.036
qpu,prereg_3nq9_random_s20260804105_s008,4jsz,6.0,8.0,1000,1000,0,1.0,0.0,0.0,210694.0,176100.0,85.094,2.2356038954539117,2.7204379,2370.0,25.0,4jsz_Kdist6.000_Kmono8.000,8,260,quality_3nq9,0.004,0.036
qpu,prereg_3nq9_random_s20260804105_s009,3nq9,4.0,9.0,1000,1000,0,1.0,0.0,0.0,205753.2,171160.0,106.692,2.2425114785225384,5.093815899999999,2077.0,22.0,3nq9_Kdist4.000_Kmono9.000,9,177,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s009,4jsz,4.0,9.0,1000,1000,0,1.0,0.0,0.0,214838.0,180240.0,39.625,3.893393498669257,5.3409817,2745.0,30.0,4jsz_Kdist4.000_Kmono9.000,9,177,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s010,3nq9,7.5,5.0,1000,1000,0,1.0,0.0,0.0,208435.2,173840.0,102.903,2.8722589462760033,3.9556228,2060.0,24.0,3nq9_Kdist7.500_Kmono5.000,10,320,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s010,4jsz,7.5,5.0,1000,1000,0,1.0,0.0,0.0,220394.0,185800.0,45.363,2.4756147020871606,2.8452151,2638.0,29.0,4jsz_Kdist7.500_Kmono5.000,10,320,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s011,3nq9,2.5,12.0,1000,1000,0,1.0,0.0,0.0,214794.0,180200.0,36.311,3.6703571500507106,5.523008700000001,2268.0,26.0,3nq9_Kdist2.500_Kmono12.000,11,117,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s011,4jsz,2.5,12.0,1000,1000,0,1.0,0.0,0.0,210967.6,176380.0,117.335,2.711042415461555,3.956797300000001,2437.0,27.0,4jsz_Kdist2.500_Kmono12.000,11,117,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s012,3nq9,10.0,17.0,1000,1000,0,1.0,0.0,0.0,209613.2,175020.0,53.097,3.9669415380695603,6.22617,2198.0,25.0,3nq9_Kdist10.000_Kmono17.000,12,437,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s012,4jsz,10.0,17.0,1000,998,2,0.998,0.002004008016032064,0.002,211710.0,177120.0,94.745,1.3518894185546384,4.0002744488977955,2622.0,28.0,4jsz_Kdist10.000_Kmono17.000,12,437,quality_3nq9,0.0,0.036
qpu,prereg_3nq9_random_s20260804105_s013,3nq9,6.0,14.0,1000,529,51,0.529,0.09640831758034027,0.051,215700.0,181100.0,18.948,1.39812418976284,4.332847448015123,3318.0,42.0,3nq9_Kdist6.000_Kmono14.000,13,266,quality_3nq9,0.051,0.051
qpu,prereg_3nq9_random_s20260804105_s013,4jsz,6.0,14.0,1000,1000,2,1.0,0.002,0.002,211252.4,176660.0,132.26,1.806115307436012,3.3154411999999995,2376.0,25.0,4jsz_Kdist6.000_Kmono14.000,13,266,quality_3nq9,0.051,0.051
qpu,prereg_3nq9_random_s20260804105_s014,3nq9,0.5,2.0,1000,1000,0,1.0,0.0,0.0,214895.6,180300.0,95.072,3.8307186962461044,4.7849637000000005,2094.0,25.0,3nq9_Kdist0.500_Kmono2.000,14,23,quality_3nq9,0.0,0.051
qpu,prereg_3nq9_random_s20260804105_s014,4jsz,0.5,2.0,1000,1000,0,1.0,0.0,0.0,212254.4,177660.0,220.811,3.327476636545471,4.3841968,2160.0,21.0,4jsz_Kdist0.500_Kmono2.000,14,23,quality_3nq9,0.0,0.051
