ligand,Kdist,Kmono,runs,mRMSD_mean,avg_RMSD_mean,valid_rate_mean,success_rate_mean,cpu_sec_mean,sample_elapsed_sec_mean,tts_99_sec_mean,ttt_99_sec_mean
4jsz,9.0,6.0,10,0.809708761832443,3.2327637999999936,1.0,0.03200000000000001,2.6466,2.6841999999999997,374.7493027307173,374.7493027307173
4jsz,0.5,1.0,10,0.9919187261976694,2.5891126999999985,0.5600000000000002,0.03200000000000001,2.5068,2.5158,354.9541117227244,354.9541117227244
3nq9,1.0,17.0,10,0.8226019338392094,4.649447900000004,1.0,0.06000000000000001,2.1373,2.1463,159.07177403410023,159.07177403410023
4jsz,1.0,11.0,10,0.9919187261976694,2.7859675999999998,1.0,0.10500000000000001,2.3717000000000006,2.3844000000000003,98.45784247936771,98.45784247936771
4jsz,2.5,2.0,10,0.8044218657590132,2.898726799999998,1.0,0.06600000000000002,2.5626000000000007,2.5704000000000002,172.83845168451643,172.83845168451643
3nq9,3.0,16.0,10,0.755828817852577,4.710448600000004,1.0,0.04499999999999999,2.3152999999999997,2.3228,231.5690377201865,231.5690377201865
3nq9,10.0,19.0,10,0.838535793680619,4.715992000000001,1.0,0.03899999999999999,2.483,2.5043999999999995,287.44061073585897,287.44061073585897
4jsz,3.0,10.0,10,0.8682059700502103,2.944171199999997,1.0,0.07699999999999999,2.5565999999999995,2.5671,146.93821683087077,146.93821683087077
3nq9,8.0,13.0,10,0.4159332753613928,4.708245499999998,1.0,0.040999999999999995,2.4565,2.459,270.22132166203863,270.22132166203863
3nq9,4.5,4.0,10,0.7624192388077091,4.771336500000003,1.0,0.03899999999999999,2.4583,2.4737,284.5812538751358,284.5812538751358
4jsz,4.0,8.0,10,0.9919187261976694,3.0155630999999943,1.0,0.06499999999999999,2.6240999999999994,2.6329000000000002,179.80437279625616,179.80437279625616
3nq9,6.5,19.0,10,0.755828817852577,4.708967499999995,1.0,0.03699999999999999,2.4164,2.4204999999999997,295.15602458386246,295.15602458386246
4jsz,8.0,15.0,10,0.7125017852609876,3.292243100000001,1.0,0.03799999999999999,2.6587,2.6681,316.04295792234683,316.04295792234683
4jsz,10.0,3.0,10,0.43266667696150984,2.964178899999994,1.0,0.060999999999999985,2.469,2.4739,180.65143565843184,180.65143565843184
3nq9,2.0,0.1,10,0.7624192388077091,4.759437099999999,1.0,0.049999999999999996,2.4583,2.4683,220.70896407391265,220.70896407391265
3nq9,10.0,5.0,10,0.7169013419085368,4.690179300000002,1.0,0.04499999999999999,2.5307000000000004,2.5371999999999995,253.1126695281285,253.1126695281285
3nq9,6.5,7.0,10,0.7624192388077091,4.737167899999997,1.0,0.03599999999999999,2.4682,2.4800999999999997,310.01761668497085,310.01761668497085
3nq9,4.5,18.0,10,0.7624192388077091,4.637740600000002,1.0,0.052000000000000005,2.3712000000000004,2.3788000000000005,204.48727929214232,204.48727929214232
4jsz,9.5,9.0,10,0.8860264327175693,3.4140389000000013,1.0,0.031000000000000007,2.6799999999999997,2.6864999999999997,391.9210749851035,391.9210749851035
3nq9,9.0,5.0,10,0.7126838412832457,4.710836000000001,1.0,0.039999999999999994,2.4989999999999997,2.5029999999999997,281.91469892716805,281.91469892716805
3nq9,0.5,2.0,10,0.7624192388077091,4.542009800000004,0.999,0.05899999999999998,2.2382999999999997,2.2424,169.50155889182182,169.50155889182182
3nq9,2.5,1.0,10,0.7479297007123636,4.720728100000002,1.0,0.03500000000000001,2.4323,2.4353,314.39918018687354,314.39918018687354
3nq9,4.5,12.0,10,0.6753976907567608,4.62124859999999,1.0,0.053000000000000005,2.3908,2.3982,202.18163868276568,202.18163868276568
4jsz,6.0,1.0,10,0.9919187261976694,2.933380200000005,1.0,0.07699999999999999,2.2946999999999997,2.3033999999999994,131.88575692787262,131.88575692787262
4jsz,4.5,14.0,10,0.6737625626941022,3.0722801,1.0,0.06800000000000002,2.6165,2.6335,171.1020469391446,171.1020469391446
4jsz,10.0,9.0,10,1.225587543827451,3.447659699999999,1.0,0.024999999999999998,2.676100000000001,2.6841,486.76788853007747,486.76788853007747
3nq9,6.5,13.0,10,0.7624192388077091,4.700076099999997,1.0,0.03799999999999999,2.4281999999999995,2.4317,288.6431377842715,288.6431377842715
4jsz,6.5,15.0,10,1.2051226224049885,3.298794899999998,1.0,0.03599999999999999,2.634,2.6405000000000003,330.8428824034573,330.8428824034573
4jsz,4.0,2.0,10,0.9919187261976694,2.9088554000000006,1.0,0.09099999999999998,2.5016000000000003,2.5061999999999998,120.7449053877669,120.7449053877669
3nq9,8.0,19.0,10,0.9142840575452562,4.679722700000001,1.0,0.04499999999999999,2.4318999999999997,2.436,243.2310036849313,243.2310036849313
4jsz,0.5,16.0,10,0.9919187261976694,2.576093499999999,0.5389999999999999,0.03400000000000001,2.274,2.2923,302.7383525805891,302.7383525805891
3nq9,0.5,10.0,10,0.7624192388077091,4.6772632,0.9960000000000002,0.053000000000000005,2.108,2.1139,178.2662265113226,178.2662265113226
4jsz,2.0,7.0,10,0.9919187261976694,2.8828756999999987,1.0,0.07299999999999998,2.532,2.5494,153.82621823977496,153.82621823977496
4jsz,6.5,0.1,10,0.8044218657590132,2.9510875000000025,0.5620000000000002,0.04299999999999999,1.9435999999999996,1.9616,203.6456060628454,203.6456060628454
4jsz,2.5,17.0,10,0.43266667696150984,2.910097699999998,1.0,0.06800000000000002,2.4627,2.4692999999999996,161.04452933194403,161.04452933194403
4jsz,0.1,4.0,10,0.985878631733742,2.2275888999999975,0.0,0.0,2.0764000000000005,2.0799999999999996,,
3nq9,0.5,8.0,10,0.7624192388077091,4.652893600000005,1.0,0.04299999999999999,2.1548000000000003,2.1645,225.77462026354152,225.77462026354152
3nq9,2.5,11.0,10,0.8226019338392094,4.6855676,1.0,0.047999999999999994,2.3131999999999997,2.3167999999999997,216.56082114400488,216.56082114400488
4jsz,9.5,3.0,10,0.8044218657590132,2.9421137000000046,1.0,0.07299999999999998,2.4778000000000002,2.4857,150.53341372611152,150.53341372611152
4jsz,3.0,2.0,10,0.9919187261976694,2.874003800000001,1.0,0.07799999999999999,2.5349999999999997,2.5386999999999995,143.75198194739724,143.75198194739724
3nq9,5.5,13.0,10,0.7624192388077091,4.581254299999997,1.0,0.052000000000000005,2.4302999999999995,2.4477,209.58393845466162,209.58393845466162
4jsz,5.5,15.0,10,0.6358948560903536,3.1558849000000007,1.0,0.03599999999999999,2.6040000000000005,2.6068,327.074740234853,327.074740234853
4jsz,1.0,1.0,10,0.9919187261976694,2.7806726999999962,1.0,0.08899999999999998,2.5527,2.5596000000000005,126.1164849194568,126.1164849194568
4jsz,8.5,6.0,10,1.0511888809237775,3.243676100000001,1.0,0.04399999999999999,2.6437,2.6522999999999994,270.5644690277459,270.5644690277459
3nq9,7.5,12.0,10,1.0001268255528015,4.682170599999994,1.0,0.03500000000000001,2.4506,2.4531,316.76463880522647,316.76463880522647
4jsz,7.5,14.0,10,1.025033575763729,3.3128804,1.0,0.03400000000000001,2.6704,2.6848,355.51121228285183,355.51121228285183
3nq9,9.0,18.0,10,0.855562230375505,4.725236999999998,1.0,0.04499999999999999,2.443,2.4462,244.34119083937952,244.34119083937952
3nq9,7.5,8.0,10,0.6353605690087675,4.743541700000002,1.0,0.04499999999999999,2.4704,2.473,247.08165282423383,247.08165282423383
4jsz,7.0,4.0,10,0.5540662123886708,3.047737099999996,1.0,0.051000000000000004,2.5833,2.5894999999999997,227.2652536879807,227.2652536879807
4jsz,0.1,19.0,10,0.7354657244742892,2.2358298000000003,0.0,0.0,2.0122,2.0304,,
4jsz,1.5,17.0,10,0.9919187261976694,2.8453679999999997,1.0,0.08199999999999999,2.3872,2.392,128.49150999989925,128.49150999989925
3nq9,1.5,11.0,10,0.7624192388077091,4.588833499999992,1.0,0.049999999999999996,2.2382,2.2456,200.94813626906043,200.94813626906043
4jsz,5.0,7.0,10,0.8044218657590132,3.1242358999999977,1.0,0.052000000000000005,2.6463,2.6688,228.21132219584865,228.21132219584865
4jsz,3.5,16.0,10,0.8682059700502103,2.945033899999998,1.0,0.060999999999999985,2.5130000000000003,2.5158999999999994,183.8708213080758,183.8708213080758
4jsz,1.5,0.1,10,1.1342465633808916,2.8977579999999987,0.5099999999999999,0.03599999999999999,2.0297,2.0330999999999997,254.93993865387137,254.93993865387137
3nq9,3.5,10.0,10,0.638272240047949,4.635780000000002,1.0,0.05700000000000001,2.3943000000000003,2.4095,187.87438297297368,187.87438297297368
3nq9,9.0,12.0,10,0.8262330902512154,4.681874299999998,1.0,0.04699999999999999,2.4859,2.5046000000000004,237.80438950389185,237.80438950389185
3nq9,7.5,18.0,10,0.816948673058169,4.632538799999997,1.0,0.039999999999999994,2.427,2.4326,273.7923066411512,273.7923066411512
4jsz,9.0,14.0,10,0.43266667696150984,3.3943704000000006,1.0,0.031000000000000007,2.6745,2.6848,391.1167593461415,391.1167593461415
3nq9,5.0,0.1,10,0.664849113521406,4.682203999999998,1.0,0.041999999999999996,2.5073999999999996,2.515199999999999,269.11387175197785,269.11387175197785
3nq9,1.5,7.0,10,0.7624192388077091,4.689944900000007,1.0,0.052000000000000005,2.2661000000000007,2.27,195.42367729585183,195.42367729585183
4jsz,10.0,10.0,10,0.9776917705431785,3.4715131000000037,1.0,0.030000000000000006,2.6825,2.6879999999999997,405.5709272841328,405.5709272841328
3nq9,5.5,19.0,10,0.8226019338392094,4.704906799999992,1.0,0.026000000000000002,2.3927,2.398,418.2660574939706,418.2660574939706
3nq9,3.0,20.0,10,0.7624192388077091,4.634995299999997,1.0,0.05600000000000001,2.3036,2.3122,184.08178641434975,184.08178641434975
3nq9,3.5,4.0,10,0.7624192388077091,4.714870400000008,1.0,0.039999999999999994,2.4256999999999995,2.4297,273.64565233598694,273.64565233598694
4jsz,3.0,8.0,10,0.9919187261976694,2.9500995000000008,1.0,0.06699999999999999,2.567,2.5723999999999996,170.46082982710521,170.46082982710521
3nq9,5.5,1.0,10,0.664849113521406,4.69940290000001,1.0,0.04599999999999999,2.5097,2.5163999999999995,245.4279269924357,245.4279269924357
4jsz,0.1,13.0,10,1.0067414069348037,2.2448123000000004,0.0,0.0,2.0138000000000003,2.0199,,
3nq9,0.1,15.0,10,0.7457471682544223,4.684197700000005,0.04599999999999999,0.0,1.8843999999999999,1.9038,,
3nq9,7.5,2.0,10,0.7624192388077091,4.782398099999994,1.0,0.03699999999999999,2.5032,2.5096999999999996,305.7583846789954,305.7583846789954
3nq9,1.0,8.0,10,0.7624192388077091,4.631601699999998,1.0,0.060999999999999985,2.2062999999999997,2.2127000000000003,161.43023997294375,161.43023997294375
4jsz,8.0,3.0,10,0.8044218657590132,2.951129499999999,1.0,0.07699999999999999,2.5025999999999997,2.5084999999999997,143.83461685087116,143.83461685087116
4jsz,1.5,4.0,10,0.9919187261976694,2.856228600000001,1.0,0.08999999999999998,2.5123,2.5177000000000005,122.67506843470316,122.67506843470316
4jsz,4.0,12.0,10,0.8682059700502103,3.0433445000000003,1.0,0.052000000000000005,2.5743,2.5774,222.00219428211963,222.00219428211963
3nq9,4.0,14.0,10,0.7624192388077091,4.736096000000001,1.0,0.041999999999999996,2.3657000000000004,2.3723,253.90551423931328,253.90551423931328
4jsz,3.5,7.0,10,0.7387117379366969,2.984161599999996,1.0,0.06200000000000001,2.5927999999999995,2.5967000000000007,186.55142099452482,186.55142099452482
4jsz,6.0,13.0,10,0.9486651723876143,3.1799912999999966,1.0,0.040999999999999995,2.6254,2.6283000000000003,288.8007563165139,288.8007563165139
4jsz,7.0,0.1,10,0.9919187261976694,2.9827526999999994,0.537,0.03899999999999999,1.9392,1.9571999999999998,224.48845442568577,224.48845442568577
3nq9,6.0,15.0,10,0.7481995061635909,4.662633200000001,1.0,0.04599999999999999,2.4125000000000005,2.4208,235.9225699761928,235.9225699761928
4jsz,8.5,19.0,10,0.31132675325601145,3.3544517999999988,1.0,0.03300000000000001,2.6749,2.7064,367.09029993627513,367.09029993627513
4jsz,5.5,2.0,10,0.9919187261976694,2.8904779,1.0,0.07799999999999999,2.4592,2.4667000000000003,139.45359921303324,139.45359921303324
4jsz,7.5,1.0,10,0.9919187261976694,2.871442999999996,1.0,0.10300000000000001,2.2914000000000003,2.2977000000000003,97.0776777175815,97.0776777175815
3nq9,2.0,17.0,10,0.755828817852577,4.667345400000001,1.0,0.051000000000000004,2.2405,2.246,197.1074985049823,197.1074985049823
4jsz,2.0,11.0,10,0.9919187261976694,2.9086811999999975,1.0,0.07999999999999999,2.4849,2.4899,137.24114394969897,137.24114394969897
4jsz,8.5,13.0,10,0.7810799596579571,3.3907887000000025,1.0,0.03200000000000001,2.7347,2.7645000000000004,387.2239545748102,387.2239545748102
4jsz,6.0,19.0,10,1.0565339527508757,3.204981700000002,1.0,0.052000000000000005,2.5904,2.5947999999999998,223.3906242739396,223.3906242739396
4jsz,0.5,20.0,10,0.9919187261976694,2.5500035999999997,0.5339999999999999,0.031000000000000007,2.2663,2.2788999999999997,331.4219150144552,331.4219150144552
3nq9,8.5,15.0,10,0.43291474546703446,4.634043500000006,1.0,0.049999999999999996,2.4553999999999996,2.4753999999999996,220.44859878252652,220.44859878252652
3nq9,3.0,1.0,10,0.7624192388077091,4.635602200000002,1.0,0.040999999999999995,2.4506,2.4535,269.5723064787266,269.5723064787266
4jsz,4.0,18.0,10,0.8682059700502103,2.983093800000003,1.0,0.06000000000000001,2.5484,2.5595000000000003,189.66851118163157,189.66851118163157
4jsz,8.0,9.0,10,0.9504881113503936,3.3867750000000028,1.0,0.040999999999999995,2.6823,2.6917999999999997,295.05990274540454,295.05990274540454
3nq9,1.0,2.0,10,0.7624192388077091,4.671625899999996,1.0,0.04499999999999999,2.3243,2.3349,232.46918946703636,232.46918946703636
3nq9,8.5,5.0,10,0.638272240047949,4.677444899999999,1.0,0.03699999999999999,2.5074999999999994,2.5164,306.28361680352384,306.28361680352384
3nq9,3.5,0.1,10,0.755828817852577,4.682221700000002,1.0,0.03799999999999999,2.5064,2.5197000000000003,297.93886852092,297.93886852092
3nq9,7.0,7.0,10,0.5699861559324456,4.6410384,1.0,0.048999999999999995,2.4867,2.4977,227.93390593784957,227.93390593784957
3nq9,5.0,4.0,10,0.5838652895106231,4.6805577,1.0,0.04699999999999999,2.4588,2.4645,235.2119686681561,235.2119686681561
4jsz,5.5,8.0,10,0.8682059700502103,3.194891999999999,1.0,0.03799999999999999,2.6675,2.6947,317.0890248083124,317.0890248083124
3nq9,1.0,6.0,10,0.7624192388077091,4.726620199999998,1.0,0.04599999999999999,2.2382999999999997,2.2443,218.88724906848182,218.88724906848182
3nq9,8.5,1.0,10,0.5229274123870341,4.766234099999998,1.0,0.051000000000000004,2.5336000000000003,2.5523999999999996,222.8929070351365,222.8929070351365
3nq9,8.5,11.0,10,0.800531506280356,4.733871000000007,1.0,0.03799999999999999,2.4623,2.4642000000000004,292.69664696738806,292.69664696738806
4jsz,8.5,17.0,10,0.7682658955214486,3.384703199999998,1.0,0.028000000000000004,2.7031,2.7399,438.3262627001639,438.3262627001639
4jsz,3.5,9.0,10,0.9919187261976694,3.003809800000002,1.0,0.06400000000000002,2.5882,2.5982,180.2107206860091,180.2107206860091
3nq9,3.0,5.0,10,0.664849113521406,4.6940927999999955,1.0,0.04699999999999999,2.4179000000000004,2.4459,231.2994220931896,231.2994220931896
3nq9,8.0,0.1,10,0.8119423045908138,4.6964212000000005,1.0,0.04699999999999999,2.5216999999999996,2.525,241.22906352305563,241.22906352305563
3nq9,2.0,19.0,10,0.7624192388077091,4.678904399999995,1.0,0.052000000000000005,2.2333000000000007,2.2381,192.59507457959748,192.59507457959748
3nq9,4.5,20.0,10,0.7624192388077091,4.666496600000001,1.0,0.051000000000000004,2.3663999999999996,2.3727,208.18352352697616,208.18352352697616
3nq9,7.0,3.0,10,0.7589985050977532,4.715842799999997,1.0,0.041999999999999996,2.4993999999999996,2.5052999999999996,268.25524888605463,268.25524888605463
4jsz,3.5,3.0,10,0.9919187261976694,2.9371746,1.0,0.06499999999999999,2.6071,2.619,178.6395260535496,178.6395260535496
3nq9,6.0,11.0,10,0.7960992333059184,4.7398013000000025,1.0,0.04299999999999999,2.4398,2.4526,255.6362161309581,255.6362161309581
4jsz,6.0,17.0,10,0.8607294948899078,3.2138117,1.0,0.051000000000000004,2.6083000000000003,2.6151999999999993,229.46462323166497,229.46462323166497
4jsz,8.0,7.0,10,0.9919187261976694,3.3245857000000063,1.0,0.03500000000000001,2.6626000000000003,2.6733000000000002,344.167765968659,344.167765968659
3nq9,4.0,10.0,10,0.7624192388077091,4.692589800000005,1.0,0.05899999999999998,2.3916999999999997,2.4006,181.11820506704652,181.11820506704652
4jsz,4.0,16.0,10,0.8682059700502103,3.0505352999999995,1.0,0.06299999999999999,2.5585,2.5635000000000003,181.06602702319208,181.06602702319208
4jsz,7.5,5.0,10,0.9919187261976694,3.161491299999998,1.0,0.04699999999999999,2.6283000000000003,2.649,251.42655655218582,251.42655655218582
3nq9,7.0,9.0,10,0.6171821872831159,4.761630500000003,1.0,0.03400000000000001,2.4566000000000003,2.4616,327.0479494061017,327.0479494061017
4jsz,2.0,15.0,10,0.9919187261976694,2.854697099999995,1.0,0.09299999999999999,2.4585000000000004,2.4703000000000004,115.9869151797448,115.9869151797448
3nq9,2.0,13.0,10,0.7624192388077091,4.704789500000001,1.0,0.04699999999999999,2.2848,2.2983,218.56690499959456,218.56690499959456
4jsz,5.5,6.0,10,0.9919187261976694,3.1334280999999997,1.0,0.05600000000000001,2.6660999999999997,2.6795,213.04933615180494,213.04933615180494
4jsz,9.0,10.0,10,1.0414098634548739,3.4331064999999965,1.0,0.029000000000000005,2.6893000000000002,2.7046,420.8353613503089,420.8353613503089
3nq9,9.0,16.0,10,0.7633139553122136,4.691319800000001,1.0,0.03899999999999999,2.4481,2.4538,283.40046683143635,283.40046683143635
3nq9,8.0,4.0,10,0.7519396011248755,4.677441700000005,1.0,0.039999999999999994,2.5133,2.5232,283.5278962839742,283.5278962839742
3nq9,1.5,3.0,10,0.7624192388077091,4.594620399999998,1.0,0.048999999999999995,2.3443,2.3548,214.88135106369924,214.88135106369924
4jsz,10.0,14.0,10,1.0412017748653501,3.4833302999999995,1.0,0.03699999999999999,2.6667,2.673,325.7294201116479,325.7294201116479
4jsz,8.5,8.0,10,1.0780580790735872,3.290675300000001,1.0,0.04399999999999999,2.6727000000000003,2.683,273.5324190984062,273.5324190984062
4jsz,1.5,19.0,10,0.9919187261976694,2.846974499999998,1.0,0.08499999999999999,2.3802,2.3842,123.3938569486473,123.3938569486473
4jsz,7.0,20.0,10,0.7861790181984719,3.288445799999997,1.0,0.04499999999999999,2.6247,2.636,262.51425443967236,262.51425443967236
3nq9,0.1,11.0,10,0.705652279011748,4.7026010000000005,0.04299999999999999,0.0010000000000000002,1.8885999999999998,1.8984999999999999,8692.975025910819,8692.975025910819
3nq9,7.5,6.0,10,0.6753976907567608,4.740756000000003,1.0,0.027000000000000003,2.4869999999999997,2.4925000000000006,418.4346902277536,418.4346902277536
4jsz,0.1,17.0,10,0.9574938623706644,2.263544599999997,0.0,0.0,2.0047,2.0099,,
4jsz,3.5,18.0,10,1.0165975088958432,2.9848575,1.0,0.05500000000000001,2.5175000000000005,2.5225999999999997,204.93978980497369,204.93978980497369
4jsz,5.0,9.0,10,0.7125017852609876,3.107433500000003,1.0,0.047999999999999994,2.6304000000000003,2.6384,246.25695311135672,246.25695311135672
3nq9,5.5,5.0,10,0.8119423045908138,4.735683399999998,1.0,0.04299999999999999,2.481099999999999,2.4895,259.9635280934995,259.9635280934995
4jsz,1.0,5.0,10,0.9919187261976694,2.8015144999999992,1.0,0.07699999999999999,2.4341999999999997,2.4401,139.9033902095383,139.9033902095383
4jsz,8.5,2.0,10,0.9919187261976694,2.8370059999999966,1.0,0.09799999999999999,2.4222,2.4408000000000003,108.1497105640357,108.1497105640357
3nq9,1.5,9.0,10,0.755828817852577,4.641856500000009,1.0,0.06200000000000001,2.258,2.2684,162.4626305945839,162.4626305945839
4jsz,7.5,10.0,10,0.9483360468692579,3.3481849999999973,1.0,0.03300000000000001,2.6627,2.6723,365.4160311190399,365.4160311190399
3nq9,7.5,16.0,10,0.755828817852577,4.638916999999994,1.0,0.03799999999999999,2.4348,2.443,289.42768794874564,289.42768794874564
4jsz,3.0,6.0,10,0.9919187261976694,2.923279999999997,1.0,0.06400000000000002,2.5913,2.5942999999999996,180.42656692437038,180.42656692437038
4jsz,5.5,11.0,10,1.1342465633808916,3.178107200000006,1.0,0.04499999999999999,2.6253,2.6390000000000002,262.57426455612904,262.57426455612904
3nq9,5.5,17.0,10,0.6630515084613052,4.633103399999995,1.0,0.041999999999999996,2.3954,2.4074999999999998,257.09315162905307,257.09315162905307
4jsz,5.0,3.0,10,0.5289831945263125,2.9239584999999986,1.0,0.06600000000000002,2.5585999999999998,2.5622,172.56866560524614,172.56866560524614
3nq9,3.5,14.0,10,0.7373797201281233,4.650717499999998,1.0,0.054000000000000006,2.3659,2.3770000000000002,196.26806467775017,196.26806467775017
4jsz,3.5,12.0,10,0.9919187261976694,2.962318599999996,1.0,0.07099999999999998,2.5615,2.5709,160.17240462962312,160.17240462962312
3nq9,1.5,15.0,10,0.8226019338392094,4.672105500000003,1.0,0.03599999999999999,2.2203999999999997,2.2286000000000006,278.8927623722994,278.8927623722994
4jsz,9.5,20.0,10,0.7548425530869575,3.482470799999999,1.0,0.024999999999999998,2.6489,2.6593000000000004,481.8203579564748,481.8203579564748
4jsz,1.5,13.0,10,0.9919187261976694,2.830269200000001,1.0,0.10200000000000001,2.4139999999999997,2.424,103.33093887827776,103.33093887827776
4jsz,9.5,0.1,10,0.9919187261976694,3.0135483000000005,0.5440000000000002,0.05500000000000001,1.9344000000000001,1.9577000000000002,157.4719084006916,157.4719084006916
4jsz,5.0,14.0,10,0.5739941579572335,3.117365599999998,1.0,0.04499999999999999,2.6244000000000005,2.6381,262.48424938144404,262.48424938144404
3nq9,5.0,12.0,10,0.7690936014343938,4.685020799999996,1.0,0.04299999999999999,2.4242000000000004,2.4461,254.00168667295216,254.00168667295216
4jsz,6.5,3.0,10,0.7387117379366969,2.9409881000000055,1.0,0.07199999999999998,2.5218000000000003,2.5339,155.4171177124396,155.4171177124396
4jsz,7.0,15.0,10,1.130907660806127,3.3040822,1.0,0.030000000000000006,2.6329,2.6384,398.07183390359484,398.07183390359484
3nq9,9.5,19.0,10,0.47493246958512303,4.638744699999996,1.0,0.052000000000000005,2.4848999999999997,2.5005,214.29252712257275,214.29252712257275
3nq9,7.0,13.0,10,0.819425731693695,4.667085000000006,1.0,0.03500000000000001,2.4425000000000003,2.4555,315.7176325315292,315.7176325315292
3nq9,1.0,10.0,10,0.7624192388077091,4.614215400000005,1.0,0.054000000000000006,2.2099,2.2343,183.3267661910309,183.3267661910309
4jsz,9.0,1.0,10,0.9919187261976694,2.9111290000000056,1.0,0.07299999999999998,2.2572,2.2616,137.13133483839653,137.13133483839653
4jsz,0.5,6.0,10,0.9919187261976694,2.5691703000000006,0.5389999999999999,0.03400000000000001,2.3655999999999997,2.3841,314.9330900899919,314.9330900899919
4jsz,1.0,16.0,10,0.9919187261976694,2.7604993000000024,1.0,0.08799999999999998,2.3329999999999997,2.3416,116.63494921742362,116.63494921742362
3nq9,2.0,9.0,10,0.7624192388077091,4.685584999999997,1.0,0.047999999999999994,2.2956000000000003,2.2999,214.91311646990212,214.91311646990212
4jsz,2.5,5.0,10,0.9919187261976694,2.8567582000000025,1.0,0.08699999999999998,2.5699999999999994,2.5757000000000003,130.03038459610246,130.03038459610246
3nq9,3.0,11.0,10,0.7479297007123636,4.701352199999995,1.0,0.04299999999999999,2.3506000000000005,2.357,246.29006051210348,246.29006051210348
4jsz,3.0,17.0,10,1.0565339527508757,2.921033,1.0,0.06600000000000002,2.4928999999999997,2.4978000000000002,168.1374292532315,168.1374292532315
3nq9,1.5,20.0,10,0.755828817852577,4.6806969,1.0,0.052000000000000005,2.1854,2.1899,188.46427975921387,188.46427975921387
3nq9,7.0,19.0,10,0.9510545890469742,4.726295900000005,1.0,0.03799999999999999,2.4134,2.4192,286.88384347605665,286.88384347605665
4jsz,9.5,15.0,10,0.8341547819938275,3.4539791000000006,1.0,0.029000000000000005,2.7142000000000004,2.7377000000000002,424.7318401729106,424.7318401729106
3nq9,6.0,5.0,10,0.4497409519633503,4.648670999999999,1.0,0.053000000000000005,2.4846,2.49,210.11397836339285,210.11397836339285
3nq9,9.5,13.0,10,0.7960992333059184,4.6654461,1.0,0.049999999999999996,2.4695,2.4834000000000005,221.71451278547255,221.71451278547255
4jsz,6.5,9.0,10,0.851412749311623,3.2807108000000023,1.0,0.03200000000000001,2.6726,2.6912999999999996,378.43081178799787,378.43081178799787
3nq9,5.0,18.0,10,0.664849113521406,4.742270200000001,1.0,0.03899999999999999,2.3899,2.4066,276.66303487621,276.66303487621
3nq9,4.0,6.0,10,0.8226019338392094,4.6670296999999925,1.0,0.039999999999999994,2.4278,2.4326999999999996,273.88255544432917,273.88255544432917
4jsz,10.0,0.1,10,0.9919187261976694,2.9916973,0.5179999999999999,0.03799999999999999,1.9022,1.9058,226.11686710042054,226.11686710042054
3nq9,10.0,14.0,10,0.558362997884675,4.804622899999999,1.0,0.029000000000000005,2.4791,2.4942,387.9421947434466,387.9421947434466
3nq9,2.0,3.0,10,0.7373797201281233,4.626585600000001,1.0,0.06600000000000002,2.3844000000000003,2.3899999999999997,160.81948185302468,160.81948185302468
3nq9,9.5,7.0,10,0.5838652895106231,4.783620400000002,1.0,0.03200000000000001,2.4995000000000003,2.5055,353.9204572566417,353.9204572566417
3nq9,10.0,8.0,10,0.5240847576969409,4.663670199999999,1.0,0.03799999999999999,2.5303,2.5507999999999997,300.77989108621284,300.77989108621284
3nq9,4.5,15.0,10,0.7624192388077091,4.655073900000003,1.0,0.03799999999999999,2.3829000000000002,2.4095,283.25827074628967,283.25827074628967
4jsz,4.5,13.0,10,0.5254660764146142,3.080642699999998,1.0,0.060999999999999985,2.5955000000000004,2.6019,189.90716940115828,189.90716940115828
4jsz,6.0,6.0,10,0.6358948560903536,3.2050712999999993,1.0,0.04699999999999999,2.6856,2.6942,256.907948208557,256.907948208557
3nq9,6.5,14.0,10,0.7373797201281233,4.7305198999999964,1.0,0.03699999999999999,2.4273000000000002,2.4328,296.48742694603925,296.48742694603925
4jsz,8.0,18.0,10,1.198587809716425,3.3446898000000074,1.0,0.030000000000000006,2.6413,2.6559999999999997,399.3418416535246,399.3418416535246
3nq9,4.5,9.0,10,0.7624192388077091,4.730652200000002,1.0,0.041999999999999996,2.4328999999999996,2.4539,261.1179463130681,261.1179463130681
4jsz,4.0,5.0,10,0.7810799596579571,3.0471184999999967,1.0,0.039999999999999994,2.6334,2.643,297.0764978610661,297.0764978610661
4jsz,6.5,12.0,10,0.6737625626941022,3.206650699999998,1.0,0.04499999999999999,2.6445999999999996,2.654,264.5045899688183,264.5045899688183
4jsz,0.5,11.0,10,0.9919187261976694,2.586175799999999,0.5830000000000001,0.030000000000000006,2.2857,2.2950000000000004,345.5781802398294,345.5781802398294
3nq9,0.5,17.0,10,0.7624192388077091,4.592362399999999,0.9970000000000001,0.05500000000000001,2.0586999999999995,2.062,167.59068332532246,167.59068332532246
4jsz,0.1,3.0,10,0.8674748966021193,2.201869699999999,0.0,0.0,2.1092999999999997,2.1142,,
4jsz,2.5,10.0,10,0.9919187261976694,2.888739599999997,1.0,0.08399999999999999,2.5263999999999998,2.5389000000000004,132.60366907479033,132.60366907479033
3nq9,2.5,16.0,10,0.7624192388077091,4.643251099999994,1.0,0.06000000000000001,2.286,2.2931,170.13899566834473,170.13899566834473
4jsz,9.5,4.0,10,0.9919187261976694,3.060501600000001,1.0,0.049999999999999996,2.5292000000000003,2.5326999999999997,227.07444654262696,227.07444654262696
