step,candidate_idx,kdist,kmono,objective_value,best_so_far,q_3nq9,q_4jsz,v_3nq9,v_4jsz,success_3nq9,success_4jsz,n_valid_3nq9,n_valid_4jsz,n_success_valid_3nq9,n_success_valid_4jsz,qpu_access_time_3nq9,qpu_access_time_4jsz,qpu_sampling_time_3nq9,qpu_sampling_time_4jsz,sample_elapsed_sec_3nq9,sample_elapsed_sec_4jsz
1,103,2.0,19.0,0.007,0.007,0.0,0.007,0.972,0.008,0.0,0.875,972,8,0,7,206392.8,215036.4,171800.0,180440.0,123.925,97.625
2,195,4.5,6.0,0.0,0.007,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,208200.0,217334.8,173600.0,182740.0,102.633,87.149
3,402,9.5,3.0,0.0,0.007,0.0,0.0,0.999,1.0,0.0,0.0,999,1000,0,0,207341.2,212115.6,172740.0,177520.0,58.314,96.664
4,318,7.5,3.0,0.006,0.007,0.0,0.006,1.0,1.0,0.0,0.006,1000,1000,0,6,212380.4,210255.6,177780.0,175660.0,122.767,98.567
5,380,9.0,2.0,0.001,0.007,0.0,0.001,1.0,1.0,0.0,0.001,1000,1000,0,1,209076.0,213375.6,174480.0,178780.0,95.353,120.939
6,343,8.0,7.0,0.0,0.007,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,216841.2,217616.8,182240.0,183020.0,107.328,96.873
7,43,1.0,1.0,0.0,0.007,0.052,0.0,1.0,0.999,0.052,0.0,1000,999,52,0,218982.4,211764.8,184380.0,177160.0,118.216,196.8
8,186,4.0,18.0,0.012,0.012,0.004,0.012,1.0,0.979,0.004,0.012257405515832482,1000,979,4,12,214400.0,213900.4,179800.0,179300.0,88.974,112.588
9,223,5.0,13.0,0.0,0.012,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,204158.8,215577.6,169560.0,180980.0,125.772,92.676
10,433,10.0,13.0,0.0,0.012,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,205610.0,215338.8,171020.0,180740.0,93.109,78.344
11,119,2.5,14.0,0.0,0.012,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,211898.4,219758.4,177300.0,185160.0,41.383,78.08
12,70,1.5,7.0,0.011,0.012,0.0,0.011,1.0,1.0,0.0,0.011,1000,1000,0,11,210973.2,213018.0,176380.0,178420.0,49.0,57.189
