mode,query_tag,ligand,kdist,kmono,n_reads,n_valid,n_success_valid,validity_rate,success_rate,quality,qpu_access_time,qpu_sampling_time,sample_elapsed_sec,mRMSD,avg_RMSD,physical_qubits,max_chain_length,raw_case_id,step,candidate_idx,objective,objective_value,best_so_far
qpu,prereg_4jsz_bo_s20260804004_s001,3nq9,2.0,19.0,1000,972,0,0.972,0.0,0.0,206392.8,171800.0,123.925,3.311895076840449,5.351254320987654,2041.0,23.0,3nq9_Kdist2.000_Kmono19.000,1,103,quality_4jsz,0.007,0.007
qpu,prereg_4jsz_bo_s20260804004_s001,4jsz,2.0,19.0,1000,8,7,0.008,0.875,0.007,215036.4,180440.0,97.625,0.8544202712951042,1.3471375,2459.0,27.0,4jsz_Kdist2.000_Kmono19.000,1,103,quality_4jsz,0.007,0.007
qpu,prereg_4jsz_bo_s20260804004_s002,3nq9,4.5,6.0,1000,1000,0,1.0,0.0,0.0,208200.0,173600.0,102.633,3.6208779445454677,4.1921431,2021.0,24.0,3nq9_Kdist4.500_Kmono6.000,2,195,quality_4jsz,0.0,0.007
qpu,prereg_4jsz_bo_s20260804004_s002,4jsz,4.5,6.0,1000,1000,0,1.0,0.0,0.0,217334.8,182740.0,87.149,3.020964482258352,4.0865768,2642.0,30.0,4jsz_Kdist4.500_Kmono6.000,2,195,quality_4jsz,0.0,0.007
qpu,prereg_4jsz_bo_s20260804004_s003,3nq9,9.5,3.0,1000,999,0,0.999,0.0,0.0,207341.2,172740.0,58.314,5.029694422613411,6.960828028028026,2205.0,26.0,3nq9_Kdist9.500_Kmono3.000,3,402,quality_4jsz,0.0,0.007
qpu,prereg_4jsz_bo_s20260804004_s003,4jsz,9.5,3.0,1000,1000,0,1.0,0.0,0.0,212115.6,177520.0,96.664,3.741518579159382,4.2841263,2465.0,26.0,4jsz_Kdist9.500_Kmono3.000,3,402,quality_4jsz,0.0,0.007
qpu,prereg_4jsz_bo_s20260804004_s004,3nq9,7.5,3.0,1000,1000,0,1.0,0.0,0.0,212380.4,177780.0,122.767,2.5926159380680907,4.3135337,1948.0,22.0,3nq9_Kdist7.500_Kmono3.000,4,318,quality_4jsz,0.006,0.007
qpu,prereg_4jsz_bo_s20260804004_s004,4jsz,7.5,3.0,1000,1000,6,1.0,0.006,0.006,210255.6,175660.0,98.567,1.4098898405066316,3.7623655,2323.0,25.0,4jsz_Kdist7.500_Kmono3.000,4,318,quality_4jsz,0.006,0.007
qpu,prereg_4jsz_bo_s20260804004_s005,3nq9,9.0,2.0,1000,1000,0,1.0,0.0,0.0,209076.0,174480.0,95.353,3.736744577688229,4.865762800000001,2263.0,28.0,3nq9_Kdist9.000_Kmono2.000,5,380,quality_4jsz,0.001,0.007
qpu,prereg_4jsz_bo_s20260804004_s005,4jsz,9.0,2.0,1000,1000,1,1.0,0.001,0.001,213375.6,178780.0,120.939,1.8253168592295521,3.888671,2396.0,25.0,4jsz_Kdist9.000_Kmono2.000,5,380,quality_4jsz,0.001,0.007
qpu,prereg_4jsz_bo_s20260804004_s006,3nq9,8.0,7.0,1000,1000,0,1.0,0.0,0.0,216841.2,182240.0,107.328,3.444827028451806,4.920635,2175.0,25.0,3nq9_Kdist8.000_Kmono7.000,6,343,quality_4jsz,0.0,0.007
qpu,prereg_4jsz_bo_s20260804004_s006,4jsz,8.0,7.0,1000,1000,0,1.0,0.0,0.0,217616.8,183020.0,96.873,2.7007334182906,4.3287883,2581.0,28.0,4jsz_Kdist8.000_Kmono7.000,6,343,quality_4jsz,0.0,0.007
qpu,prereg_4jsz_bo_s20260804004_s007,3nq9,1.0,1.0,1000,1000,52,1.0,0.052,0.052,218982.4,184380.0,118.216,1.9604012224899299,2.0894364,1999.0,22.0,3nq9_Kdist1.000_Kmono1.000,7,43,quality_4jsz,0.0,0.007
qpu,prereg_4jsz_bo_s20260804004_s007,4jsz,1.0,1.0,1000,999,0,0.999,0.0,0.0,211764.8,177160.0,196.8,3.0930127078652547,3.4743888888888894,2268.0,24.0,4jsz_Kdist1.000_Kmono1.000,7,43,quality_4jsz,0.0,0.007
qpu,prereg_4jsz_bo_s20260804004_s008,3nq9,4.0,18.0,1000,1000,4,1.0,0.004,0.004,214400.0,179800.0,88.974,1.9352153626922242,5.4672468,2279.0,27.0,3nq9_Kdist4.000_Kmono18.000,8,186,quality_4jsz,0.012,0.012
qpu,prereg_4jsz_bo_s20260804004_s008,4jsz,4.0,18.0,1000,979,12,0.979,0.012257405515832482,0.012,213900.4,179300.0,112.588,0.5766602119099231,3.320502042900919,2320.0,24.0,4jsz_Kdist4.000_Kmono18.000,8,186,quality_4jsz,0.012,0.012
qpu,prereg_4jsz_bo_s20260804004_s009,3nq9,5.0,13.0,1000,1000,0,1.0,0.0,0.0,204158.8,169560.0,125.772,3.2912371751772223,4.4488557,1988.0,23.0,3nq9_Kdist5.000_Kmono13.000,9,223,quality_4jsz,0.0,0.012
qpu,prereg_4jsz_bo_s20260804004_s009,4jsz,5.0,13.0,1000,1000,0,1.0,0.0,0.0,215577.6,180980.0,92.676,2.704344845591559,3.2182598000000002,2852.0,32.0,4jsz_Kdist5.000_Kmono13.000,9,223,quality_4jsz,0.0,0.012
qpu,prereg_4jsz_bo_s20260804004_s010,3nq9,10.0,13.0,1000,1000,0,1.0,0.0,0.0,205610.0,171020.0,93.109,3.0567792978201243,4.5880196,2092.0,24.0,3nq9_Kdist10.000_Kmono13.000,10,433,quality_4jsz,0.0,0.012
qpu,prereg_4jsz_bo_s20260804004_s010,4jsz,10.0,13.0,1000,1000,0,1.0,0.0,0.0,215338.8,180740.0,78.344,3.741890731310386,4.923833500000001,2814.0,29.0,4jsz_Kdist10.000_Kmono13.000,10,433,quality_4jsz,0.0,0.012
qpu,prereg_4jsz_bo_s20260804004_s011,3nq9,2.5,14.0,1000,1000,0,1.0,0.0,0.0,211898.4,177300.0,41.383,2.4675540510318026,5.090889599999999,2457.0,30.0,3nq9_Kdist2.500_Kmono14.000,11,119,quality_4jsz,0.0,0.012
qpu,prereg_4jsz_bo_s20260804004_s011,4jsz,2.5,14.0,1000,1000,0,1.0,0.0,0.0,219758.4,185160.0,78.08,2.0571225048596373,4.5391206,2622.0,30.0,4jsz_Kdist2.500_Kmono14.000,11,119,quality_4jsz,0.0,0.012
qpu,prereg_4jsz_bo_s20260804004_s012,3nq9,1.5,7.0,1000,1000,0,1.0,0.0,0.0,210973.2,176380.0,49.0,2.077830630829039,5.4253107,2321.0,27.0,3nq9_Kdist1.500_Kmono7.000,12,70,quality_4jsz,0.011,0.012
