mode,query_tag,ligand,kdist,kmono,n_reads,n_valid,n_success_valid,validity_rate,success_rate,quality,qpu_access_time,qpu_sampling_time,sample_elapsed_sec,mRMSD,avg_RMSD,physical_qubits,max_chain_length,raw_case_id,step,candidate_idx,objective,objective_value,best_so_far
qpu,prereg_4jsz_bo_s20260804003_s001,3nq9,3.0,1.0,1000,1000,0,1.0,0.0,0.0,204690.8,170100.0,78.891,4.7160330990715105,5.771173000000001,2074.0,26.0,3nq9_Kdist3.000_Kmono1.000,1,127,quality_4jsz,0.0,0.0
qpu,prereg_4jsz_bo_s20260804003_s001,4jsz,3.0,1.0,1000,1000,0,1.0,0.0,0.0,204032.0,169440.0,141.449,2.6507452903404882,3.4542132999999997,2463.0,26.0,4jsz_Kdist3.000_Kmono1.000,1,127,quality_4jsz,0.0,0.0
qpu,prereg_4jsz_bo_s20260804003_s002,3nq9,5.5,11.0,1000,1000,0,1.0,0.0,0.0,210794.4,176200.0,65.637,2.4404683931031386,3.8228487000000007,2283.0,27.0,3nq9_Kdist5.500_Kmono11.000,2,242,quality_4jsz,0.0,0.0
qpu,prereg_4jsz_bo_s20260804003_s002,4jsz,5.5,11.0,1000,1000,0,1.0,0.0,0.0,218760.4,184160.0,108.423,2.033933772850115,3.6653588,2481.0,27.0,4jsz_Kdist5.500_Kmono11.000,2,242,quality_4jsz,0.0,0.0
qpu,prereg_4jsz_bo_s20260804003_s003,3nq9,0.1,9.0,1000,995,0,0.995,0.0,0.0,206570.8,171980.0,146.658,2.5269762563190032,8.57700743718593,1968.0,22.0,3nq9_Kdist0.100_Kmono9.000,3,9,quality_4jsz,0.006,0.006
qpu,prereg_4jsz_bo_s20260804003_s003,4jsz,0.1,9.0,1000,987,6,0.987,0.0060790273556231,0.006,208874.4,174280.0,71.905,1.293396157863104,3.280169503546099,2500.0,27.0,4jsz_Kdist0.100_Kmono9.000,3,9,quality_4jsz,0.006,0.006
qpu,prereg_4jsz_bo_s20260804003_s004,3nq9,1.5,18.0,1000,816,1,0.816,0.0012254901960784314,0.001,208577.6,173980.0,82.914,1.2345873804636123,6.463929534313727,2008.0,24.0,3nq9_Kdist1.500_Kmono18.000,4,81,quality_4jsz,0.0,0.006
qpu,prereg_4jsz_bo_s20260804003_s004,4jsz,1.5,18.0,1000,350,0,0.35,0.0,0.0,218110.0,183520.0,73.828,2.36808319110626,2.426024857142857,2640.0,29.0,4jsz_Kdist1.500_Kmono18.000,4,81,quality_4jsz,0.0,0.006
qpu,prereg_4jsz_bo_s20260804003_s005,3nq9,7.0,8.0,1000,1000,0,1.0,0.0,0.0,216575.6,181980.0,87.792,2.1933774156296857,3.9456239000000006,2221.0,27.0,3nq9_Kdist7.000_Kmono8.000,5,302,quality_4jsz,0.004,0.006
qpu,prereg_4jsz_bo_s20260804003_s005,4jsz,7.0,8.0,1000,1000,4,1.0,0.004,0.004,212074.8,177480.0,96.041,1.7847079787328068,3.6632827000000003,2397.0,25.0,4jsz_Kdist7.000_Kmono8.000,5,302,quality_4jsz,0.004,0.006
qpu,prereg_4jsz_bo_s20260804003_s006,3nq9,10.0,6.0,1000,1000,0,1.0,0.0,0.0,213927.6,179340.0,139.362,5.4541617973386485,6.5435972,1937.0,23.0,3nq9_Kdist10.000_Kmono6.000,6,426,quality_4jsz,0.0,0.006
qpu,prereg_4jsz_bo_s20260804003_s006,4jsz,10.0,6.0,1000,1000,0,1.0,0.0,0.0,211250.8,176660.0,158.916,2.9338086912281733,4.676055399999999,2302.0,24.0,4jsz_Kdist10.000_Kmono6.000,6,426,quality_4jsz,0.0,0.006
qpu,prereg_4jsz_bo_s20260804003_s007,3nq9,5.0,3.0,1000,1000,0,1.0,0.0,0.0,213113.6,178520.0,33.264,4.680661769046425,6.0614341000000005,2452.0,29.0,3nq9_Kdist5.000_Kmono3.000,7,213,quality_4jsz,0.001,0.006
