step,candidate_idx,kdist,kmono,objective_value,best_so_far,q_3nq9,q_4jsz,v_3nq9,v_4jsz,success_3nq9,success_4jsz,n_valid_3nq9,n_valid_4jsz,n_success_valid_3nq9,n_success_valid_4jsz,qpu_access_time_3nq9,qpu_access_time_4jsz,qpu_sampling_time_3nq9,qpu_sampling_time_4jsz,sample_elapsed_sec_3nq9,sample_elapsed_sec_4jsz
1,127,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,204690.8,204032.0,170100.0,169440.0,78.891,141.449
2,242,5.5,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,210794.4,218760.4,176200.0,184160.0,65.637,108.423
3,9,0.1,9.0,0.006,0.006,0.0,0.006,0.995,0.987,0.0,0.0060790273556231,995,987,0,6,206570.8,208874.4,171980.0,174280.0,146.658,71.905
4,81,1.5,18.0,0.0,0.006,0.001,0.0,0.816,0.35,0.0012254901960784314,0.0,816,350,1,0,208577.6,218110.0,173980.0,183520.0,82.914,73.828
5,302,7.0,8.0,0.004,0.006,0.0,0.004,1.0,1.0,0.0,0.004,1000,1000,0,4,216575.6,212074.8,181980.0,177480.0,87.792,96.041
6,426,10.0,6.0,0.0,0.006,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,213927.6,211250.8,179340.0,176660.0,139.362,158.916
7,213,5.0,3.0,0.001,0.006,0.0,0.001,1.0,1.0,0.0,0.001,1000,1000,0,1,213113.6,219618.4,178520.0,185020.0,33.264,53.875
8,45,1.0,3.0,0.059,0.059,0.0,0.059,1.0,1.0,0.0,0.059,1000,1000,0,59,210626.8,205835.2,176020.0,171240.0,48.403,65.314
9,345,8.0,9.0,0.0,0.059,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,213301.6,210192.4,178700.0,175600.0,135.456,142.021
10,122,2.5,17.0,0.013,0.059,0.02,0.013,0.867,0.327,0.02306805074971165,0.039755351681957186,867,327,20,13,214792.8,211892.4,180200.0,177300.0,63.288,101.186
11,147,3.5,0.1,0.0,0.059,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,207972.4,215156.8,173380.0,180560.0,72.913,79.937
12,5,0.1,5.0,0.006,0.059,0.0,0.006,1.0,1.0,0.0,0.006,1000,1000,0,6,206194.8,214645.6,171600.0,180060.0,100.025,81.546
13,316,7.5,1.0,0.0,0.059,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,216431.2,212469.2,181840.0,177880.0,70.405,62.794
14,273,6.5,0.1,0.0,0.059,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,201614.0,215477.2,167020.0,180880.0,83.84,81.499
15,195,4.5,6.0,0.938,0.938,0.0,0.938,1.0,1.0,0.0,0.938,1000,1000,0,938,210566.0,215935.6,175980.0,181340.0,114.914,72.691
16,176,4.0,8.0,0.0,0.938,0.0,0.0,1.0,0.997,0.0,0.0,1000,997,0,0,207213.2,214693.2,172620.0,180100.0,139.642,136.659
17,230,5.0,20.0,0.002,0.938,0.014,0.002,0.931,0.845,0.015037593984962405,0.002366863905325444,931,845,14,2,208696.0,213394.0,174100.0,178800.0,84.404,161.966
18,332,7.5,17.0,0.0,0.938,0.08,0.0,1.0,1.0,0.08,0.0,1000,1000,80,0,206472.0,219014.4,171880.0,184420.0,75.509,78.575
19,335,7.5,20.0,0.028,0.938,0.0,0.028,1.0,1.0,0.0,0.028,1000,1000,0,28,211186.4,210261.2,176600.0,175660.0,118.361,149.354
20,410,9.5,11.0,0.0,0.938,0.0,0.0,0.995,1.0,0.0,0.0,995,1000,0,0,212658.8,211019.6,178060.0,176420.0,38.303,130.746
21,216,5.0,6.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,219516.4,213801.2,184920.0,179200.0,103.891,69.458
22,174,4.0,6.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,204927.6,212650.0,170340.0,178060.0,82.731,98.627
23,194,4.5,5.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,209339.2,214795.2,174740.0,180200.0,49.676,71.853
24,196,4.5,7.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206694.4,218218.4,172100.0,183620.0,138.916,79.742
25,136,3.0,10.0,0.055,0.938,0.03,0.055,1.0,1.0,0.03,0.055,1000,1000,30,55,209760.8,217472.0,175160.0,182880.0,51.81,100.25
26,0,0.1,0.1,0.096,0.938,0.002,0.096,1.0,1.0,0.002,0.096,1000,1000,2,96,206996.0,215703.6,172380.0,181100.0,100.942,105.632
27,63,1.5,0.1,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,216977.2,207377.6,182380.0,172780.0,137.164,132.87
28,440,10.0,20.0,0.009,0.938,0.0,0.009,1.0,1.0,0.0,0.009,1000,1000,0,9,198650.4,212006.0,164060.0,177420.0,110.768,75.647
29,420,10.0,0.1,0.001,0.938,0.0,0.001,1.0,1.0,0.0,0.001,1000,1000,0,1,208978.0,215578.4,174380.0,180980.0,48.339,59.768
30,14,0.1,14.0,0.0,0.938,0.002,0.0,0.302,1.0,0.006622516556291391,0.0,302,1000,2,0,215840.0,211832.0,181240.0,177240.0,96.346,172.716
31,160,3.5,13.0,0.0,0.938,0.009,0.0,0.997,1.0,0.009027081243731194,0.0,997,1000,9,0,210333.2,208616.0,175740.0,174020.0,80.169,160.487
32,435,10.0,15.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,205070.0,211151.6,170480.0,176560.0,72.505,76.892
33,226,5.0,16.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,204832.8,212715.2,170240.0,178120.0,78.124,70.165
34,328,7.5,13.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206472.0,207006.8,171880.0,172420.0,206.78,119.575
35,20,0.1,20.0,0.023,0.938,0.254,0.023,0.982,0.144,0.25865580448065173,0.1597222222222222,982,144,254,23,219389.6,207428.8,184800.0,172840.0,101.405,112.987
36,74,1.5,11.0,0.008,0.938,0.0,0.008,0.753,1.0,0.0,0.008,753,1000,0,8,207155.2,211973.6,172560.0,177380.0,60.494,95.588
37,361,8.5,4.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,209970.8,209156.4,175380.0,174560.0,122.904,186.109
38,146,3.0,20.0,0.001,0.938,0.119,0.001,1.0,0.993,0.119,0.0010070493454179255,1000,993,119,1,210832.4,210752.0,176240.0,176160.0,83.93,164.125
39,89,2.0,5.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206790.0,216696.4,172200.0,182100.0,111.41,90.283
40,299,7.0,5.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,211472.4,215794.0,176880.0,181200.0,115.299,149.794
41,92,2.0,8.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,208070.8,217478.0,173480.0,182880.0,63.869,49.233
42,58,1.0,16.0,0.0,0.938,0.012,0.0,0.955,0.885,0.012565445026178011,0.0,955,885,12,0,200256.0,213646.8,165660.0,179060.0,85.992,146.268
43,210,5.0,0.1,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,205012.4,211798.8,170420.0,177200.0,159.056,124.479
44,59,1.0,17.0,0.007,0.938,0.002,0.007,0.878,0.55,0.002277904328018223,0.012727272727272728,878,550,2,7,210876.0,219012.0,176280.0,184420.0,79.992,76.583
45,95,2.0,11.0,0.004,0.938,0.008,0.004,0.989,1.0,0.008088978766430738,0.004,989,1000,8,4,208752.8,218475.2,174160.0,183880.0,77.611,68.563
46,221,5.0,11.0,0.002,0.938,0.001,0.002,1.0,0.88,0.001,0.0022727272727272726,1000,880,1,2,212398.0,218760.0,177800.0,184160.0,66.412,71.822
47,111,2.5,6.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,207609.6,210690.4,173020.0,176100.0,63.375,142.145
48,259,6.0,7.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,210974.4,211022.4,176380.0,176420.0,96.198,125.796
49,82,1.5,19.0,0.0,0.938,0.893,0.0,0.967,0.099,0.9234746639089969,0.0,967,99,893,0,207073.6,211194.0,172480.0,176600.0,69.844,171.977
50,117,2.5,12.0,0.026,0.938,0.0,0.026,1.0,0.926,0.0,0.028077753779697623,1000,926,0,26,229495.6,208753.6,170840.0,174160.0,115.08,117.008
51,423,10.0,3.0,0.071,0.938,0.0,0.071,1.0,1.0,0.0,0.071,1000,1000,0,71,213114.0,212158.8,178520.0,177560.0,106.074,112.368
52,271,6.0,19.0,0.022,0.938,0.0,0.022,0.999,0.953,0.0,0.023084994753410283,999,953,0,22,200692.0,207573.2,166100.0,172980.0,150.81,124.78
53,253,6.0,1.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206189.6,204830.0,171600.0,170240.0,150.385,99.978
54,143,3.0,17.0,0.001,0.938,0.031,0.001,0.946,0.54,0.03276955602536998,0.001851851851851852,946,540,31,1,213652.8,211254.4,179060.0,176660.0,74.522,56.216
55,76,1.5,13.0,0.001,0.938,0.081,0.001,0.374,0.984,0.21657754010695188,0.0010162601626016261,374,984,81,1,205293.2,210014.4,170700.0,175420.0,136.431,69.51
56,353,8.0,17.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,215195.6,212246.8,180600.0,177660.0,73.508,108.867
57,187,4.0,19.0,0.149,0.938,0.021,0.149,0.389,0.995,0.05398457583547558,0.14974874371859295,389,995,21,149,203832.4,211788.4,169240.0,177200.0,72.649,112.173
58,266,6.0,14.0,0.0,0.938,0.001,0.0,1.0,1.0,0.001,0.0,1000,1000,1,0,201612.8,212260.4,167020.0,177660.0,89.396,140.001
59,218,5.0,8.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,205151.2,210192.4,170560.0,175600.0,34.534,73.572
60,29,0.5,8.0,0.0,0.938,0.0,0.0,1.0,0.817,0.0,0.0,1000,817,0,0,206336.0,212012.0,171740.0,177420.0,108.673,91.182
61,35,0.5,14.0,0.0,0.938,0.003,0.0,0.955,0.848,0.0031413612565445027,0.0,955,848,3,0,214790.0,212754.0,180200.0,178160.0,79.229,44.201
62,278,6.5,5.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,200935.6,216572.0,166340.0,181980.0,136.14,70.465
63,281,6.5,8.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,202068.0,212257.6,167480.0,177660.0,144.565,143.814
64,400,9.5,1.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,205296.8,209394.4,170700.0,174800.0,97.05,154.608
65,66,1.5,3.0,0.001,0.938,0.0,0.001,1.0,1.0,0.0,0.001,1000,1000,0,1,210871.2,217475.6,176280.0,182880.0,106.092,152.9
66,177,4.0,9.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,203292.8,214790.0,168700.0,180200.0,120.506,81.845
67,106,2.5,1.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,219755.6,209433.2,185160.0,174840.0,100.441,85.179
68,411,9.5,12.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,200194.0,214151.6,165600.0,179560.0,93.29,119.555
69,380,9.0,2.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,212756.4,212118.4,178160.0,177520.0,3.129,89.284
70,227,5.0,17.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,208717.6,220153.6,174120.0,185560.0,58.261,70.075
71,37,0.5,16.0,0.0,0.938,0.001,0.0,1.0,0.221,0.001,0.0,1000,221,1,0,205697.2,215977.2,171100.0,181380.0,93.281,85.917
72,86,2.0,2.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,203936.8,210251.6,169340.0,175660.0,83.036,142.411
73,68,1.5,5.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206472.8,216570.4,171880.0,181980.0,58.121,82.751
74,295,7.0,1.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,202213.6,212375.2,167620.0,177780.0,47.325,79.068
75,348,8.0,12.0,0.002,0.938,0.0,0.002,1.0,1.0,0.0,0.002,1000,1000,0,2,216430.8,216698.0,181840.0,182100.0,48.444,72.9
76,15,0.1,15.0,0.048,0.938,0.375,0.048,0.942,0.287,0.3980891719745223,0.1672473867595819,942,287,375,48,208893.6,212938.4,174300.0,178340.0,96.774,95.617
77,115,2.5,10.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,208893.6,210795.6,174300.0,176200.0,136.689,115.677
78,169,4.0,1.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,216430.4,212040.4,181840.0,177440.0,90.111,105.086
79,153,3.5,6.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,209476.0,214650.4,174880.0,180060.0,145.23,71.47
80,121,2.5,16.0,0.0,0.938,0.008,0.0,0.939,0.45,0.008519701810436636,0.0,939,450,8,0,210701.6,213537.6,176100.0,178940.0,79.78,72.56
81,378,9.0,0.1,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,210198.8,215693.6,175600.0,181100.0,109.315,76.005
82,373,8.5,16.0,0.0,0.938,0.0,0.0,1.0,0.999,0.0,0.0,1000,999,0,0,218374.0,213938.8,183780.0,179340.0,117.78,75.959
83,392,9.0,14.0,0.0,0.938,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,201187.2,213252.8,166600.0,178660.0,172.382,111.426
84,393,9.0,15.0,0.008,0.938,0.0,0.008,1.0,0.955,0.0,0.008376963350785341,1000,955,0,8,202252.8,214010.8,167660.0,179420.0,57.08,80.503
