step,candidate_idx,kdist,kmono,objective_value,best_so_far,q_3nq9,q_4jsz,v_3nq9,v_4jsz,success_3nq9,success_4jsz,n_valid_3nq9,n_valid_4jsz,n_success_valid_3nq9,n_success_valid_4jsz,qpu_access_time_3nq9,qpu_access_time_4jsz,qpu_sampling_time_3nq9,qpu_sampling_time_4jsz,sample_elapsed_sec_3nq9,sample_elapsed_sec_4jsz
1,321,7.5,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,204532.4,214300.4,169940.0,179700.0,105.321,71.478
2,392,9.0,14.0,0.001,0.001,0.001,0.0,1.0,1.0,0.001,0.0,1000,1000,1,0,202294.4,215291.6,167700.0,180700.0,119.882,126.703
3,168,4.0,0.1,0.0,0.001,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,215473.2,216615.6,180880.0,182020.0,55.095,75.305
4,391,9.0,13.0,0.0,0.001,0.0,0.003,1.0,1.0,0.0,0.003,1000,1000,0,3,216293.6,219756.0,181700.0,185160.0,75.083,89.25
5,287,6.5,14.0,0.0,0.001,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,215691.6,211656.0,181100.0,177060.0,106.789,132.465
6,362,8.5,5.0,0.0,0.001,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,204393.2,210216.8,169800.0,175620.0,46.661,92.552
7,364,8.5,7.0,0.0,0.001,0.0,0.0,1.0,0.761,0.0,0.0,1000,761,0,0,210694.4,215693.2,176100.0,181100.0,87.948,64.546
8,184,4.0,16.0,0.006,0.006,0.006,0.237,0.994,0.742,0.006036217303822937,0.3194070080862534,994,742,6,237,210973.2,211792.0,176380.0,177200.0,54.562,124.173
9,412,9.5,13.0,0.0,0.006,0.0,0.003,1.0,1.0,0.0,0.003,1000,1000,0,3,200291.2,211714.4,165700.0,177120.0,68.497,68.153
10,352,8.0,16.0,0.0,0.006,0.0,0.0,1.0,0.988,0.0,0.0,1000,988,0,0,208031.2,207156.8,173440.0,172560.0,123.273,108.56
11,363,8.5,6.0,0.392,0.392,0.392,0.0,1.0,1.0,0.392,0.0,1000,1000,392,0,215154.8,215655.2,180560.0,181060.0,130.174,149.206
12,367,8.5,10.0,0.0,0.392,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,214516.8,217215.6,179920.0,182620.0,127.073,182.145
13,235,5.5,4.0,0.0,0.392,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,200290.8,213938.8,165700.0,179340.0,126.044,96.38
14,259,6.0,7.0,0.0,0.392,0.0,0.002,1.0,1.0,0.0,0.002,1000,1000,0,2,212899.2,218619.6,178300.0,184020.0,78.963,84.254
15,208,4.5,19.0,0.0,0.392,0.0,0.076,1.0,0.937,0.0,0.08110992529348986,1000,937,0,76,219116.4,215433.6,184520.0,180840.0,70.053,91.657
16,16,0.1,16.0,0.001,0.392,0.001,0.006,0.912,1.0,0.0010964912280701754,0.006,912,1000,1,6,211115.2,214298.0,176520.0,179700.0,64.308,114.741
17,34,0.5,13.0,0.0,0.392,0.0,0.004,0.536,0.289,0.0,0.01384083044982699,536,289,0,4,211974.0,215798.4,177380.0,181200.0,39.135,113.038
18,303,7.0,9.0,0.0,0.392,0.0,0.004,1.0,1.0,0.0,0.004,1000,1000,0,4,206067.6,210331.2,171480.0,175740.0,67.742,171.48
19,132,3.0,6.0,0.0,0.392,0.0,0.001,1.0,1.0,0.0,0.001,1000,1000,0,1,205435.6,215072.0,170840.0,180480.0,88.324,104.654
20,228,5.0,18.0,0.0,0.392,0.0,0.004,1.0,0.791,0.0,0.0050568900126422255,1000,791,0,4,217181.6,219260.8,182600.0,184660.0,77.016,41.234
21,384,9.0,6.0,0.0,0.392,0.0,0.001,1.0,0.998,0.0,0.001002004008016032,1000,998,0,1,210474.0,214438.8,175880.0,179840.0,165.743,77.669
22,342,8.0,6.0,0.0,0.392,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,212163.2,212373.2,177560.0,177780.0,66.272,62.178
23,24,0.5,3.0,0.002,0.392,0.002,0.0,1.0,1.0,0.002,0.0,1000,1000,2,0,218217.2,212399.6,183620.0,177800.0,45.502,180.807
24,440,10.0,20.0,0.0,0.392,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206693.2,213694.8,172100.0,179100.0,68.021,104.692
25,8,0.1,8.0,0.0,0.392,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,204788.8,217872.4,170200.0,183280.0,102.613,97.935
26,179,4.0,11.0,0.0,0.392,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,216429.6,217332.0,181840.0,182740.0,57.034,76.544
27,62,1.0,20.0,0.016,0.392,0.016,0.0,0.052,0.02,0.3076923076923077,0.0,52,20,16,0,213293.2,215711.2,178700.0,181120.0,67.368,70.843
28,123,2.5,18.0,0.0,0.392,0.0,0.001,0.98,0.686,0.0,0.0014577259475218659,980,686,0,1,209576.4,214299.6,174980.0,179700.0,133.325,109.766
29,378,9.0,0.1,0.0,0.392,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,209970.0,214653.2,175380.0,180060.0,128.483,98.931
30,72,1.5,9.0,0.0,0.392,0.0,0.017,0.815,1.0,0.0,0.017,815,1000,0,17,212472.4,212249.6,177880.0,177660.0,46.513,102.994
31,377,8.5,20.0,0.0,0.392,0.0,0.003,1.0,0.868,0.0,0.0034562211981566822,1000,868,0,3,205649.6,211794.0,171060.0,177200.0,159.369,104.946
32,252,6.0,0.1,0.0,0.392,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,206618.8,215572.4,172020.0,180980.0,123.902,76.268
33,188,4.0,20.0,0.0,0.392,0.0,0.003,1.0,0.648,0.0,0.004629629629629629,1000,648,0,3,215034.4,210251.2,180440.0,175660.0,60.006,100.422
34,242,5.5,11.0,0.0,0.392,0.0,0.025,1.0,0.976,0.0,0.025614754098360656,1000,976,0,25,208147.2,210157.6,173560.0,175560.0,161.164,96.497
35,253,6.0,1.0,0.0,0.392,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,213075.6,213012.4,178480.0,178420.0,56.824,78.963
36,227,5.0,17.0,0.0,0.392,0.0,0.023,1.0,0.998,0.0,0.023046092184368736,1000,998,0,23,212369.2,216713.6,177780.0,182120.0,72.116,110.646
37,237,5.5,6.0,0.0,0.392,0.0,0.004,1.0,1.0,0.0,0.004,1000,1000,0,4,215576.8,209892.4,180980.0,175300.0,47.692,174.958
38,57,1.0,15.0,0.001,0.392,0.001,0.0,0.535,0.996,0.001869158878504673,0.0,535,996,1,0,205577.6,210649.2,170980.0,176060.0,97.8,147.542
39,369,8.5,12.0,0.001,0.392,0.001,0.005,1.0,1.0,0.001,0.005,1000,1000,1,5,210832.8,212030.4,176240.0,177440.0,93.522,82.812
40,282,6.5,9.0,0.0,0.392,0.0,0.0,1.0,1.0,0.0,0.0,1000,1000,0,0,209935.2,205794.0,175340.0,171200.0,72.99,117.322
41,271,6.0,19.0,0.0,0.392,0.0,0.0,1.0,0.823,0.0,0.0,1000,823,0,0,206481.2,217874.0,171880.0,183280.0,2.663,75.989
42,330,7.5,15.0,0.0,0.392,0.0,0.0,1.0,0.994,0.0,0.0,1000,994,0,0,218896.4,211834.0,184300.0,177240.0,59.333,114.846
43,396,9.0,18.0,0.0,0.392,0.0,0.006,0.975,0.856,0.0,0.007009345794392523,975,856,0,6,213541.6,214796.4,178940.0,180200.0,35.712,94.623
44,59,1.0,17.0,0.0,0.392,0.0,0.003,0.201,0.078,0.0,0.038461538461538464,201,78,0,3,213398.0,212297.2,178800.0,177700.0,89.097,106.219
