ligand,case_name,run_tag,Kdist,Kmono,status,mRMSD,n_poses,n_reads,n_valid,n_success_valid,quality,validity_rate,success_rate,qpu_access_sec,qpu_sampling_sec,solver,physical_qubits,max_chain_length,report_csv,samples_json,result_json
3nq9,3nq9_Kdist0.5_Kmono1.0,psweep113_r5_20260328_171213,0.5,1.0,ok,2.0219370829332655,1000,1000,1000,0,0.0,1.0,0.0,0.2142008,0.1796,Advantage2_system1.13,2121,25,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono1.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono1.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono1.0/psweep113_r5_20260328_171213/result.json
3nq9,3nq9_Kdist0.5_Kmono2.0,psweep113_r5_20260328_171213,0.5,2.0,ok,3.003231103177874,1000,1000,1000,0,0.0,1.0,0.0,0.20754720000000002,0.17294,Advantage2_system1.13,2133,25,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono2.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono2.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono2.0/psweep113_r5_20260328_171213/result.json
3nq9,3nq9_Kdist0.5_Kmono3.0,psweep113_r5_20260328_171213,0.5,3.0,ok,1.7562308032425376,1000,1000,1000,1,0.001,1.0,0.001,0.214408,0.1798,Advantage2_system1.13,2116,25,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono3.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono3.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono3.0/psweep113_r5_20260328_171213/result.json
3nq9,3nq9_Kdist0.5_Kmono4.0,psweep113_r5_20260328_171213,0.5,4.0,ok,0.9453253718538556,1000,1000,1000,9,0.009,1.0,0.009,0.2084852,0.17388,Advantage2_system1.13,2046,24,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono4.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono4.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono4.0/psweep113_r5_20260328_171213/result.json
3nq9,3nq9_Kdist0.5_Kmono5.0,psweep113_r5_20260328_171213,0.5,5.0,ok,1.4286155401228375,1000,1000,1000,6,0.006,1.0,0.006,0.21025560000000001,0.17566,Advantage2_system1.13,2165,25,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono5.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono5.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono5.0/psweep113_r5_20260328_171213/result.json
3nq9,3nq9_Kdist0.5_Kmono6.0,psweep113_r5_20260328_171213,0.5,6.0,ok,2.2361259372655318,1000,1000,1000,0,0.0,1.0,0.0,0.2071228,0.17252,Advantage2_system1.13,2380,29,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono6.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono6.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono6.0/psweep113_r5_20260328_171213/result.json
3nq9,3nq9_Kdist0.5_Kmono7.0,psweep113_r5_20260328_171213,0.5,7.0,ok,2.946104157526196,1000,1000,1000,0,0.0,1.0,0.0,0.2120572,0.17744,Advantage2_system1.13,2632,32,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono7.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono7.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono7.0/psweep113_r5_20260328_171213/result.json
3nq9,3nq9_Kdist0.5_Kmono8.0,psweep113_r5_20260328_171213,0.5,8.0,ok,2.2229317316491866,1000,1000,1000,0,0.0,1.0,0.0,0.2018752,0.16728,Advantage2_system1.13,2210,26,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono8.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono8.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono8.0/psweep113_r5_20260328_171213/result.json
3nq9,3nq9_Kdist0.5_Kmono9.0,psweep113_r5_20260328_171213,0.5,9.0,ok,2.4621914279966433,1000,1000,1000,0,0.0,1.0,0.0,0.2099792,0.17538,Advantage2_system1.13,1819,21,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono9.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono9.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono9.0/psweep113_r5_20260328_171213/result.json
3nq9,3nq9_Kdist0.5_Kmono10.0,psweep113_r5_20260328_171213,0.5,10.0,ok,1.6444154806208422,1000,1000,1000,8,0.008,1.0,0.008,0.21426920000000002,0.17966,Advantage2_system1.13,2219,27,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono10.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono10.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono10.0/psweep113_r5_20260328_171213/result.json
3nq9,3nq9_Kdist0.5_Kmono11.0,psweep113_r5_20260328_171213,0.5,11.0,ok,2.1552341664335812,1000,1000,1000,0,0.0,1.0,0.0,0.20876879999999998,0.17416,Advantage2_system1.13,2181,26,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono11.0/psweep113_r5_20260328_171213/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono11.0/psweep113_r5_20260328_171213/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono11.0/psweep113_r5_20260328_171213/result.json
