ligand,case_name,run_tag,Kdist,Kmono,status,mRMSD,n_poses,n_reads,n_valid,n_success_valid,quality,validity_rate,success_rate,qpu_access_sec,qpu_sampling_sec,solver,physical_qubits,max_chain_length,report_csv,samples_json,result_json
3nq9,3nq9_Kdist0.5_Kmono1.0,psweep113_r2_20260326_005503,0.5,1.0,ok,5.248435107963932,1000,1000,1000,0,0.0,1.0,0.0,0.20044520000000002,0.16584,Advantage2_system1.13,2062,25,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono1.0/psweep113_r2_20260326_005503/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono1.0/psweep113_r2_20260326_005503/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono1.0/psweep113_r2_20260326_005503/result.json
3nq9,3nq9_Kdist0.5_Kmono2.0,psweep113_r2_20260326_005503,0.5,2.0,ok,2.5480964596299995,1000,1000,1000,0,0.0,1.0,0.0,0.2167012,0.1821,Advantage2_system1.13,2006,23,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono2.0/psweep113_r2_20260326_005503/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono2.0/psweep113_r2_20260326_005503/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono2.0/psweep113_r2_20260326_005503/result.json
3nq9,3nq9_Kdist0.5_Kmono3.0,psweep113_r2_20260326_005503,0.5,3.0,ok,2.3867455364058157,1000,1000,1000,0,0.0,1.0,0.0,0.2014784,0.16688,Advantage2_system1.13,2036,24,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono3.0/psweep113_r2_20260326_005503/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono3.0/psweep113_r2_20260326_005503/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono3.0/psweep113_r2_20260326_005503/result.json
3nq9,3nq9_Kdist0.5_Kmono4.0,psweep113_r2_20260326_005503,0.5,4.0,ok,1.1030975923607338,1000,1000,1000,221,0.221,1.0,0.221,0.2116236,0.17702,Advantage2_system1.13,2028,23,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono4.0/psweep113_r2_20260326_005503/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono4.0/psweep113_r2_20260326_005503/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono4.0/psweep113_r2_20260326_005503/result.json
3nq9,3nq9_Kdist0.5_Kmono5.0,psweep113_r2_20260326_005503,0.5,5.0,ok,0.7758099644928289,1000,1000,1000,75,0.075,1.0,0.075,0.209134,0.17452,Advantage2_system1.13,2211,26,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono5.0/psweep113_r2_20260326_005503/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono5.0/psweep113_r2_20260326_005503/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono5.0/psweep113_r2_20260326_005503/result.json
3nq9,3nq9_Kdist0.5_Kmono6.0,psweep113_r2_20260326_005503,0.5,6.0,ok,1.6883525954706495,1000,1000,1000,2,0.002,1.0,0.002,0.21362879999999998,0.17902,Advantage2_system1.13,2204,26,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono6.0/psweep113_r2_20260326_005503/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono6.0/psweep113_r2_20260326_005503/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono6.0/psweep113_r2_20260326_005503/result.json
3nq9,3nq9_Kdist0.5_Kmono7.0,psweep113_r2_20260326_005503,0.5,7.0,ok,0.825768694223698,1000,1000,1000,207,0.207,1.0,0.207,0.2027956,0.1682,Advantage2_system1.13,2259,26,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono7.0/psweep113_r2_20260326_005503/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono7.0/psweep113_r2_20260326_005503/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono7.0/psweep113_r2_20260326_005503/result.json
3nq9,3nq9_Kdist0.5_Kmono8.0,psweep113_r2_20260326_005503,0.5,8.0,ok,2.4711183536000543,1000,1000,1000,0,0.0,1.0,0.0,0.2066148,0.17202,Advantage2_system1.13,1914,23,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono8.0/psweep113_r2_20260326_005503/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono8.0/psweep113_r2_20260326_005503/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono8.0/psweep113_r2_20260326_005503/result.json
3nq9,3nq9_Kdist0.5_Kmono9.0,psweep113_r2_20260326_005503,0.5,9.0,ok,1.5081805781267545,1000,1000,1000,10,0.01,1.0,0.01,0.2117704,0.17716,Advantage2_system1.13,2183,26,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono9.0/psweep113_r2_20260326_005503/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono9.0/psweep113_r2_20260326_005503/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono9.0/psweep113_r2_20260326_005503/result.json
3nq9,3nq9_Kdist0.5_Kmono10.0,psweep113_r2_20260326_005503,0.5,10.0,ok,1.0626863256925285,1000,1000,1000,11,0.011,1.0,0.011,0.2114116,0.1768,Advantage2_system1.13,2171,26,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono10.0/psweep113_r2_20260326_005503/3nq9_ligand_report.csv,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono10.0/psweep113_r2_20260326_005503/3nq9_ligand_samples.json,./penalty_sweep_qpu_v113/samples/3nq9_Kdist0.5_Kmono10.0/psweep113_r2_20260326_005503/result.json
