ligand,annealing_time,repeat,chain_strength,run_tag,case_name,n_reads,n_report_rows,n_valid,n_success_valid,validity_rate,success_rate,quality,qpu_access_time_us,tts_0p99_sec,embedding_cached
4jsz,800.0,1,0.75,atsweep_4jsz_at800_cs0p75_r1_20260407_205920,4jsz_Kdist0.500_Kmono1.000,1000,1000,1000,988,1.0,0.988,0.988,992550.0,0.0010334655447919573,True
4jsz,800.0,2,0.75,atsweep_4jsz_at800_cs0p75_r2_20260407_205920,4jsz_Kdist0.500_Kmono1.000,1000,1000,1000,984,1.0,0.984,0.984,992550.0,0.001105363376633458,True
4jsz,800.0,3,0.75,atsweep_4jsz_at800_cs0p75_r3_20260407_205920,4jsz_Kdist0.500_Kmono1.000,1000,1000,1000,987,1.0,0.987,0.987,992550.0,0.0010525134557479898,True
4jsz,800.0,4,0.75,atsweep_4jsz_at800_cs0p75_r4_20260407_205920,4jsz_Kdist0.500_Kmono1.000,1000,1000,1000,991,1.0,0.991,0.991,992550.0,0.0009703496182511589,True
4jsz,800.0,5,0.75,atsweep_4jsz_at800_cs0p75_r5_20260407_205920,4jsz_Kdist0.500_Kmono1.000,1000,1000,1000,974,1.0,0.974,0.974,992550.0,0.001252407962641282,True
4jsz,800.0,6,0.75,atsweep_4jsz_at800_cs0p75_r6_20260407_205920,4jsz_Kdist0.500_Kmono1.000,1000,1000,1000,987,1.0,0.987,0.987,992550.0,0.0010525134557479898,True
4jsz,800.0,7,0.75,atsweep_4jsz_at800_cs0p75_r7_20260407_205920,4jsz_Kdist0.500_Kmono1.000,1000,1000,1000,981,1.0,0.981,0.981,992550.0,0.0011532921731013585,True
4jsz,800.0,8,0.75,atsweep_4jsz_at800_cs0p75_r8_20260407_205920,4jsz_Kdist0.500_Kmono1.000,1000,1000,1000,983,1.0,0.983,0.983,992550.0,0.0011218099460266282,True
4jsz,800.0,9,0.75,atsweep_4jsz_at800_cs0p75_r9_20260407_205920,4jsz_Kdist0.500_Kmono1.000,1000,1000,1000,980,1.0,0.98,0.98,992550.0,0.001168413800675548,True
4jsz,800.0,10,0.75,atsweep_4jsz_at800_cs0p75_r10_20260407_205920,4jsz_Kdist0.500_Kmono1.000,1000,1000,1000,986,1.0,0.986,0.986,992550.0,0.0010707859216837813,True
