Pose_ID,RMSD(A),Shape_Diff(A),Feasible,Success(<=2.0A)
921,1.8842,0.0,True,True
922,1.8842,0.0,True,True
923,1.8842,0.0,True,True
924,1.8842,0.0,True,True
925,1.8842,0.0,True,True
926,1.8842,0.0,True,True
927,1.8842,0.0,True,True
928,1.8842,0.0,True,True
929,1.8842,0.0,True,True
930,1.8842,0.0,True,True
931,1.8842,0.0,True,True
932,1.8842,0.0,True,True
933,1.8842,0.0,True,True
934,1.8842,0.0,True,True
935,4.6796,0.0,True,False
936,4.1172,0.0,True,False
937,4.6796,0.0,True,False
938,0.6611,0.0,True,True
939,0.6611,0.0,True,True
940,0.6611,0.0,True,True
941,0.6611,0.0,True,True
942,0.6611,0.0,True,True
943,0.6611,0.0,True,True
944,0.6611,0.0,True,True
945,0.6611,0.0,True,True
